customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,renewal_days,health_score,health_status,primary_risk_reasons,recommended_action,salesforce_update_date
CUST-100642,Smith and Sons,Healthcare,Starter,200112,250,73.4,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100643,Baker Ltd,Logistics,Starter,34443,266,75.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100644,Morales LLC,Healthcare,Starter,250364,333,54.0,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100645,Morales Group,Education,Enterprise,150053,292,71.9,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100646,Bryant Group,Education,Professional,52809,193,68.0,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100647,York-Wilkerson,Technology,Professional,192896,310,60.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100648,"Davis, Johnson and Kelley",Manufacturing,Starter,98825,264,58.7,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100649,"Rogers, Bradshaw and Mcmahon",Financial Services,Enterprise,94500,61,65.0,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100650,"Miller, Edwards and Hill",Technology,Enterprise,71422,246,49.2,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100651,Hall-Scott,Healthcare,Starter,227429,23,70.5,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100652,Williams Ltd,Healthcare,Enterprise,280772,76,65.3,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100653,Griffin-Willis,Education,Enterprise,224575,327,73.0,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100654,Chambers-Chambers,Manufacturing,Professional,56956,311,75.6,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100655,"Torres, Moore and White",Education,Starter,227360,299,59.1,Watch,Low active usage,Monitor,2026-06-27
CUST-100656,Wright PLC,Technology,Enterprise,191658,303,62.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-100657,"Gonzalez, Franklin and Strickland",Healthcare,Starter,68922,268,55.6,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-100658,"Reilly, Davis and Carter",Education,Starter,90413,91,74.2,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100659,"Fernandez, Garcia and Sanchez",Education,Starter,290622,48,59.6,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100660,"Walton, Smith and Crawford",Education,Professional,238228,190,44.1,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100661,Davis Inc,Technology,Professional,264771,302,74.9,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100662,Clements-Figueroa,Financial Services,Professional,82193,120,59.8,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-100663,Williams-Summers,Technology,Professional,297071,97,63.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100664,Conrad Ltd,Healthcare,Enterprise,285961,4,66.6,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100665,Schwartz-Kemp,Healthcare,Starter,201933,219,78.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100666,Figueroa-Hood,Technology,Enterprise,293073,188,57.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100667,Garza-Valdez,Technology,Enterprise,118794,286,67.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-100668,Howard-Yang,Education,Professional,172774,362,80.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100669,Cole LLC,Technology,Enterprise,132466,83,66.3,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100670,Meyers-Mcgrath,Education,Enterprise,189438,357,75.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100671,Phelps PLC,Healthcare,Starter,14773,242,45.8,At Risk,Low active usage; Low feature adoption; High support volume,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100672,"Nelson, Alvarez and Boyle",Manufacturing,Professional,149935,41,55.3,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100673,"Rodgers, Taylor and Crosby",Education,Enterprise,222053,267,62.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100674,Smith Group,Logistics,Professional,103892,225,39.2,At Risk,High support volume; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100675,Robles-Fields,Education,Enterprise,29620,265,60.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100676,"Villarreal, Fernandez and Brewer",Financial Services,Starter,30906,336,79.8,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100677,"Dougherty, Garcia and Phillips",Financial Services,Enterprise,221418,203,69.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100678,"Hebert, Collins and Reed",Healthcare,Enterprise,47975,146,71.4,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100679,Alvarado-Vega,Manufacturing,Enterprise,156969,100,67.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100680,George-Pearson,Technology,Enterprise,103768,55,54.2,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100681,Gray-Allen,Education,Professional,73346,276,64.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100682,Smith-Anderson,Technology,Enterprise,244138,248,66.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100683,Fisher-Boyer,Logistics,Professional,252568,301,57.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100684,Jimenez-Villegas,Technology,Enterprise,47417,113,61.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100685,"Lawrence, Tran and Rodriguez",Education,Enterprise,197124,5,67.3,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100686,"Walter, Bruce and Davies",Technology,Enterprise,60763,176,68.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100687,Mclean Ltd,Financial Services,Starter,176559,294,60.5,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100688,Henderson-Terry,Manufacturing,Enterprise,116682,124,57.4,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100689,"Patterson, Casey and Thompson",Education,Professional,142912,80,60.0,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100690,Stone-Lindsey,Education,Starter,270298,278,49.2,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100691,Thompson-Williamson,Technology,Enterprise,177369,141,55.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100692,Sims-Jones,Education,Starter,128440,28,66.5,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100693,Mcdonald PLC,Healthcare,Enterprise,295518,178,67.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100694,Joseph-Clark,Logistics,Enterprise,75107,236,63.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100695,Medina Ltd,Technology,Enterprise,122494,52,61.6,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100696,Nielsen-Murillo,Financial Services,Starter,299605,138,58.2,Watch,Low active usage,Monitor,2026-06-27
CUST-100697,Patterson Group,Technology,Starter,273499,215,62.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100698,Case LLC,Financial Services,Professional,222025,93,67.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100699,Sanchez-Romero,Logistics,Professional,64360,121,60.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100700,Rivers-Mathews,Logistics,Starter,88464,243,61.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-100701,"Bautista, Ward and Mata",Logistics,Enterprise,82501,274,48.4,At Risk,Low feature adoption; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100702,Hines and Sons,Education,Enterprise,143582,25,50.9,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100703,Rodriguez Group,Financial Services,Professional,124966,323,62.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100704,Jacobs LLC,Financial Services,Enterprise,201248,286,87.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100705,"Reyes, Hunter and Fisher",Healthcare,Professional,227881,348,64.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100706,Poole PLC,Financial Services,Professional,161216,345,68.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100707,"White, Harvey and Knight",Technology,Enterprise,53108,147,70.5,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100708,"Gallegos, Griffin and Thompson",Technology,Enterprise,188888,314,41.9,At Risk,Low feature adoption; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100709,Scott-Castillo,Financial Services,Starter,96934,161,62.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100710,Blair-Vaughn,Financial Services,Professional,219332,186,66.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100711,"Jones, Reese and Boyd",Manufacturing,Starter,99722,65,72.3,Healthy,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100712,White-Brown,Manufacturing,Starter,53976,204,79.5,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100713,"Miller, Lee and Martin",Healthcare,Professional,40220,269,73.0,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100714,Velazquez and Sons,Healthcare,Enterprise,93408,200,56.1,Watch,Negative NPS,Monitor,2026-06-27
CUST-100715,"White, Jensen and Sweeney",Manufacturing,Enterprise,78276,88,55.6,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100716,Allen and Sons,Technology,Professional,182499,277,61.7,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100717,"Bell, Clark and Campbell",Manufacturing,Enterprise,294742,306,59.7,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-100718,Turner-Carlson,Financial Services,Professional,291856,247,61.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100719,Reilly-Figueroa,Financial Services,Professional,173411,134,58.8,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-100720,"Williams, Hernandez and Nicholson",Financial Services,Professional,83460,241,58.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100721,Keith-Fletcher,Financial Services,Starter,262120,221,59.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100722,"Goodwin, Brown and Mendez",Education,Professional,15784,97,75.0,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100723,"Black, Wright and Wells",Manufacturing,Enterprise,143017,331,71.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100724,Ortiz and Sons,Technology,Enterprise,53528,123,65.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100725,Williams-Robinson,Financial Services,Professional,290891,97,52.2,Watch,Negative NPS,Monitor,2026-06-27
CUST-100726,Chavez and Sons,Logistics,Professional,69858,317,63.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100727,"Johnson, Cruz and Garcia",Healthcare,Starter,180109,26,63.1,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100728,"Abbott, Duke and Allen",Manufacturing,Enterprise,153135,225,71.7,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100729,Hamilton Inc,Technology,Starter,19720,176,69.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100730,"Arnold, Perez and Dodson",Logistics,Starter,255104,170,63.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100731,"Reynolds, Ortega and Valenzuela",Technology,Starter,151724,279,60.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-100732,Sampson PLC,Healthcare,Starter,212056,128,79.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100733,King Group,Manufacturing,Professional,29569,49,66.2,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100734,Johnson Ltd,Financial Services,Starter,175635,323,57.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100735,Baker LLC,Logistics,Professional,264302,102,64.1,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100736,Walker-Baldwin,Logistics,Professional,135714,167,65.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100737,Acosta-Robinson,Technology,Starter,74730,5,67.7,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100738,Taylor Ltd,Financial Services,Starter,93260,128,81.6,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100739,Garcia Group,Healthcare,Professional,43484,331,76.6,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100740,Bailey LLC,Manufacturing,Professional,267770,286,58.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100741,Ferguson-Powell,Logistics,Starter,242015,11,54.6,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100742,Park-Perkins,Technology,Enterprise,32703,225,53.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100743,"Gray, Golden and Richardson",Education,Professional,109846,166,71.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100744,Romero-Martinez,Manufacturing,Professional,290468,152,71.0,Healthy,Negative NPS; No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100745,"Barnes, Garcia and Robinson",Logistics,Enterprise,12377,195,51.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100746,"Clayton, Mitchell and Hardy",Education,Starter,202880,165,49.3,At Risk,Low feature adoption; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100747,Wang-Holmes,Logistics,Professional,286763,283,64.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100748,Thompson and Sons,Healthcare,Starter,180833,268,66.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-100749,"Novak, Beard and Wood",Manufacturing,Starter,28396,249,78.6,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100750,Frederick LLC,Education,Enterprise,268853,360,65.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-100751,Russell Group,Healthcare,Starter,49158,336,56.1,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100752,"Moore, Woodward and Sanford",Financial Services,Enterprise,43824,213,62.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100753,Frank-Reynolds,Education,Starter,151363,37,76.4,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100754,"Jackson, Lee and Neal",Healthcare,Enterprise,62918,119,65.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100755,Garcia-Huff,Education,Enterprise,142423,92,60.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100756,Ramsey-Harvey,Logistics,Enterprise,67319,184,59.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100757,Blankenship and Sons,Manufacturing,Starter,66579,282,63.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100758,"Martinez, Scott and Santos",Financial Services,Professional,244265,282,65.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100759,Coleman PLC,Logistics,Professional,237752,312,67.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100760,Mckee Group,Financial Services,Professional,145215,230,60.8,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100761,Nelson Group,Education,Starter,20547,155,75.0,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100762,Jones and Sons,Healthcare,Enterprise,177100,142,69.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100763,Mendoza PLC,Technology,Professional,31784,80,70.0,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100764,"Hughes, Serrano and French",Financial Services,Starter,146345,293,76.9,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100765,Brooks-Flowers,Logistics,Professional,52475,248,49.2,At Risk,High support volume; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-100766,Herring Group,Healthcare,Enterprise,169492,296,61.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100767,Bush-Marshall,Financial Services,Professional,187316,214,82.0,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100768,Bradford-Thomas,Logistics,Enterprise,17994,196,53.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100769,Parsons Ltd,Education,Starter,295078,168,68.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100770,Sanchez LLC,Technology,Enterprise,217983,295,61.3,Watch,Negative NPS,Monitor,2026-06-27
CUST-100771,Gray Inc,Manufacturing,Starter,218738,173,68.9,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100772,Daniels Group,Financial Services,Starter,221291,205,57.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100773,Brady-Yang,Technology,Enterprise,82711,102,66.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100774,"Kennedy, Vincent and Davis",Manufacturing,Starter,286856,37,66.0,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100775,Yu Ltd,Healthcare,Enterprise,58973,212,64.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100776,Lopez Ltd,Education,Enterprise,192630,13,63.5,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100777,"Mayo, Chavez and Miller",Education,Starter,243845,226,68.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100778,Hernandez-Douglas,Manufacturing,Enterprise,207989,44,65.4,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100779,Marshall-Chase,Financial Services,Starter,89425,176,76.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100780,"Jones, Solis and Silva",Healthcare,Professional,259039,108,82.6,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100781,"Lopez, Fletcher and Sparks",Financial Services,Enterprise,286342,248,80.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100782,Graham-Smith,Healthcare,Professional,288194,88,67.4,Watch,Low feature adoption; Negative NPS; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100783,Andrews-Griffin,Logistics,Starter,255773,35,57.7,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100784,Taylor-Jones,Healthcare,Professional,68566,333,71.6,Healthy,Negative NPS,Monitor,2026-06-27
CUST-100785,"Cox, Henderson and Hahn",Technology,Enterprise,177389,273,65.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-100786,"Andrews, Wright and Jackson",Healthcare,Starter,23266,272,59.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100787,Davenport-Lynch,Healthcare,Professional,94315,351,59.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100788,Adkins LLC,Financial Services,Starter,274800,321,85.5,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100789,"Clark, Ware and Harrison",Manufacturing,Starter,158902,175,66.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100790,Garcia-Mahoney,Education,Enterprise,212386,314,56.3,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100791,Brock-Taylor,Education,Starter,138018,219,63.3,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100792,"Gates, Evans and Johnson",Manufacturing,Starter,296286,335,74.6,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100793,Lin and Sons,Financial Services,Enterprise,84409,362,64.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100794,Stewart Group,Logistics,Enterprise,88101,81,64.6,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100795,Fernandez Inc,Manufacturing,Enterprise,178512,16,63.7,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100796,"Greene, Thompson and Davis",Technology,Enterprise,171041,327,75.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-100797,Lee-Sanders,Healthcare,Starter,110531,95,64.7,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100798,"Skinner, Sandoval and Brennan",Education,Starter,133064,119,71.6,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100799,Martin-Clark,Manufacturing,Enterprise,261876,310,71.5,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100800,Mathews Group,Technology,Professional,215140,71,69.0,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-100801,Russell Ltd,Financial Services,Professional,19871,114,67.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100802,Hodges-Hall,Technology,Enterprise,104839,251,66.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100803,Phillips and Sons,Technology,Professional,141385,22,70.6,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100804,Franco-Bell,Technology,Enterprise,176048,293,60.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100805,"Crawford, Gross and Lara",Technology,Professional,69313,22,65.4,Watch,Low feature adoption; Negative NPS; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100806,"Johnson, Jackson and Stephens",Education,Professional,32579,265,83.0,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-100807,Aguilar LLC,Technology,Professional,242452,147,74.4,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100808,Meyer-Carter,Logistics,Enterprise,40598,73,81.4,Healthy,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100809,Richardson-Brandt,Healthcare,Starter,274488,300,73.3,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100810,Sims Inc,Financial Services,Professional,228824,13,52.9,Watch,Low feature adoption; No recent CSM touch; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-100811,Stone Group,Healthcare,Professional,250384,166,66.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100812,Mcbride-Lee,Healthcare,Starter,76772,362,63.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100813,Johnson Inc,Logistics,Enterprise,213372,314,61.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-100814,"Barnes, Walker and Edwards",Financial Services,Enterprise,101592,338,67.2,Watch,Negative NPS,Monitor,2026-06-27
CUST-100815,Rodriguez-Aguilar,Technology,Professional,38901,159,61.5,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-100816,Adams-Davenport,Healthcare,Starter,106736,104,58.4,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-100817,Newton-Kim,Technology,Professional,252460,279,55.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100818,"Hall, Fisher and Wagner",Education,Enterprise,125704,244,60.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100819,Hill Group,Manufacturing,Enterprise,15446,143,71.4,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-100820,Watson LLC,Manufacturing,Starter,108909,335,72.0,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100821,Mills-Mcgrath,Financial Services,Starter,168469,26,82.7,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100822,Brown LLC,Education,Enterprise,161097,355,73.7,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-100823,Hawkins Inc,Healthcare,Starter,200842,154,63.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100824,"Bell, Green and Ho",Technology,Enterprise,47476,34,67.9,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-100825,Morris Inc,Financial Services,Enterprise,155874,212,63.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100826,Potter-James,Healthcare,Enterprise,42505,323,63.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100827,Long Group,Financial Services,Enterprise,177931,295,67.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100828,Davis-Robinson,Education,Enterprise,272254,324,61.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100829,"White, Austin and Sims",Logistics,Professional,134013,100,76.1,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100830,Oliver-Krause,Logistics,Starter,73827,316,62.4,Watch,No major risk drivers,Monitor,2026-06-27
CUST-100831,Baird-Wagner,Healthcare,Enterprise,123326,104,72.5,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100832,Gibson-Shepherd,Education,Enterprise,169435,166,77.5,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100833,"Strickland, Collins and Haley",Logistics,Enterprise,219643,316,56.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100834,Fletcher-Horne,Financial Services,Enterprise,185284,246,54.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100835,Henry-Grimes,Technology,Starter,83174,322,63.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100836,Edwards-Becker,Logistics,Starter,229030,267,50.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100837,Ryan-Lopez,Healthcare,Starter,292958,296,68.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100838,Harris Ltd,Financial Services,Starter,90278,174,66.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100839,"Sawyer, Wilson and Rose",Manufacturing,Enterprise,216244,60,70.6,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100840,Chase Inc,Logistics,Starter,176888,140,58.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100841,Gaines-Norris,Financial Services,Starter,248929,269,82.7,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100842,Howell-Williams,Manufacturing,Starter,31605,228,66.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-100843,Woods-Romero,Manufacturing,Starter,274172,175,62.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-100844,"Norris, Gregory and Schultz",Manufacturing,Starter,183619,265,71.5,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-100845,Jones Ltd,Logistics,Enterprise,215207,60,71.0,Healthy,Negative NPS; No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-100846,Lozano Inc,Financial Services,Professional,57652,24,60.9,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-100847,"Fuentes, Johnson and Graham",Logistics,Starter,175652,165,61.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-100848,"Blanchard, Short and Garcia",Technology,Enterprise,179326,61,73.0,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
