customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,active_users,active_user_pct,feature_adoption_pct,login_days_30d,support_tickets_30d,avg_resolution_days,nps_score,renewal_days,days_since_csm_touch,has_executive_sponsor,renewal_window,low_usage_flag,low_adoption_flag,high_support_flag,negative_nps_flag,stale_csm_touch_flag
CUST-100944,Johnson-Strong,Healthcare,Professional,83566,158,114,72.2,66.6,13,2,2.5,-19,235,97,1,Renewal not imminent,0,0,0,1,1
CUST-100945,"Rice, Greene and Zuniga",Education,Starter,166749,127,124,97.6,77.4,30,0,4.8,38,327,115,0,Renewal not imminent,0,0,0,0,1
CUST-100946,Poole-Golden,Healthcare,Professional,132430,310,151,48.7,56.4,15,2,8.3,70,268,27,1,Renewal not imminent,0,0,0,0,0
CUST-100947,Miller-Kidd,Financial Services,Starter,254621,443,437,98.6,92.7,23,2,1.6,71,220,31,0,Renewal not imminent,0,0,0,0,0
CUST-100948,"Johnson, Shelton and Mitchell",Education,Starter,239671,182,157,86.3,57.1,30,3,2.7,-21,303,116,0,Renewal not imminent,0,0,0,1,1
CUST-100949,Pittman LLC,Healthcare,Professional,35186,228,121,53.1,82.5,1,0,0.5,14,259,67,1,Renewal not imminent,0,0,0,0,1
CUST-100950,"Mitchell, Pitts and Parker",Technology,Professional,63379,260,210,80.8,52.3,2,0,6.1,31,124,96,0,Renewal not imminent,0,0,0,0,1
CUST-100951,Johnson PLC,Manufacturing,Starter,225184,369,369,100.0,68.9,9,3,7.3,-10,184,82,0,Renewal not imminent,0,0,0,1,1
CUST-100952,Ruiz-Williams,Logistics,Professional,263544,23,15,65.2,95.5,22,1,1.2,18,83,109,0,Renewal due in 90 days,0,0,0,0,1
CUST-100953,Miller-Combs,Manufacturing,Enterprise,255144,247,150,60.7,70.6,5,2,1.1,61,208,111,1,Renewal not imminent,0,0,0,0,1
CUST-100954,"Zhang, Rice and Lyons",Logistics,Enterprise,255424,335,209,62.4,84.3,27,1,0.5,40,1,9,1,Renewal due in 30 days,0,0,0,0,0
CUST-100955,Davis Inc,Education,Starter,186538,472,424,89.8,93.9,13,3,3.4,56,152,34,0,Renewal not imminent,0,0,0,0,0
CUST-100956,Rodriguez Inc,Education,Professional,54445,418,325,77.8,78.7,16,2,0.8,76,29,86,1,Renewal due in 30 days,0,0,0,0,1
CUST-100957,Garcia Ltd,Healthcare,Professional,39033,469,404,86.1,55.5,14,1,2.5,39,188,5,1,Renewal not imminent,0,0,0,0,0
CUST-100958,Adams Group,Logistics,Enterprise,103890,202,107,53.0,85.2,2,2,3.4,31,361,90,0,Renewal not imminent,0,0,0,0,1
CUST-100959,"Brown, Lopez and Schultz",Manufacturing,Enterprise,187599,85,80,94.1,27.2,20,1,5.2,21,59,94,0,Renewal due in 90 days,0,1,0,0,1
CUST-100960,Knight Inc,Financial Services,Professional,130194,400,239,59.8,55.1,16,3,3.7,47,137,54,1,Renewal not imminent,0,0,0,0,0
CUST-100961,"Brown, Jones and Alexander",Financial Services,Professional,45223,42,36,85.7,52.5,15,2,1.6,24,232,67,0,Renewal not imminent,0,0,0,0,1
CUST-100962,Cortez-Ramirez,Logistics,Enterprise,290871,255,170,66.7,94.0,14,0,3.7,39,150,47,0,Renewal not imminent,0,0,0,0,0
CUST-100963,Graham PLC,Healthcare,Starter,252057,111,95,85.6,93.0,28,4,2.7,-18,201,36,0,Renewal not imminent,0,0,0,1,0
CUST-100964,Chapman Ltd,Financial Services,Starter,98384,70,47,67.1,72.7,4,3,1.8,23,357,19,0,Renewal not imminent,0,0,0,0,0
CUST-100965,"Mills, Morris and Reyes",Financial Services,Professional,23896,281,178,63.3,81.9,17,1,3.4,79,350,16,1,Renewal not imminent,0,0,0,0,0
CUST-100966,Lowe-Schaefer,Technology,Enterprise,232269,192,126,65.6,81.4,0,1,0.5,-3,331,24,0,Renewal not imminent,0,0,0,1,0
CUST-100967,Santos Inc,Education,Enterprise,133806,26,22,84.6,66.3,13,3,5.3,34,172,43,1,Renewal not imminent,0,0,0,0,0
CUST-100968,"Flores, Reynolds and Beasley",Education,Professional,289959,263,181,68.8,78.0,9,0,6.4,32,235,16,1,Renewal not imminent,0,0,0,0,0
CUST-100969,Henderson-Ryan,Manufacturing,Professional,148318,102,89,87.3,79.1,9,2,5.3,58,191,108,0,Renewal not imminent,0,0,0,0,1
CUST-100970,Christensen LLC,Financial Services,Professional,197137,90,62,68.9,56.2,19,1,3.4,78,86,20,1,Renewal due in 90 days,0,0,0,0,0
CUST-100971,"Martinez, Sharp and Spears",Logistics,Enterprise,103938,108,89,82.4,78.4,25,3,4.2,-21,342,20,0,Renewal not imminent,0,0,0,1,0
CUST-100972,Moore-Cox,Financial Services,Enterprise,33575,74,41,55.4,71.6,14,3,6.4,-7,65,47,0,Renewal due in 90 days,0,0,0,1,0
CUST-100973,Alvarez PLC,Logistics,Professional,30187,120,114,95.0,40.0,4,1,4.0,7,177,57,0,Renewal not imminent,0,1,0,0,0
CUST-100974,"Logan, Solis and Stewart",Healthcare,Starter,170104,288,192,66.7,65.9,29,3,4.3,23,208,98,0,Renewal not imminent,0,0,0,0,1
CUST-100975,Gardner-Smith,Financial Services,Starter,252145,500,299,59.8,80.3,23,2,2.4,29,3,64,1,Renewal due in 30 days,0,0,0,0,1
CUST-100976,Graham and Sons,Technology,Professional,166956,346,285,82.4,58.0,21,3,3.4,-22,294,102,1,Renewal not imminent,0,0,0,1,1
CUST-100977,Bush Group,Logistics,Professional,70885,188,95,50.5,50.3,4,3,5.1,46,21,70,0,Renewal due in 30 days,0,0,0,0,1
CUST-100978,Smith-Johnson,Technology,Enterprise,25000,172,100,58.1,72.4,14,1,5.7,5,113,11,1,Renewal not imminent,0,0,0,0,0
CUST-100979,Cameron-Nunez,Education,Enterprise,114314,43,29,67.4,96.6,25,1,5.6,79,114,98,1,Renewal not imminent,0,0,0,0,1
CUST-100980,Jackson Inc,Healthcare,Enterprise,23821,115,86,74.8,65.7,21,1,5.0,45,229,11,1,Renewal not imminent,0,0,0,0,0
CUST-100981,"Cole, Doyle and Hammond",Financial Services,Enterprise,269145,114,82,71.9,65.3,16,2,3.8,80,310,7,1,Renewal not imminent,0,0,0,0,0
CUST-100982,"Wilson, Lewis and Luna",Logistics,Professional,89566,218,96,44.0,76.8,12,0,6.3,7,190,1,1,Renewal not imminent,0,0,0,0,0
CUST-100983,Singleton-Gay,Financial Services,Professional,196211,191,113,59.2,24.5,2,1,4.9,-13,288,93,1,Renewal not imminent,0,1,0,1,1
CUST-100984,Wilson and Sons,Technology,Professional,229899,394,302,76.6,60.1,25,0,4.7,53,84,114,1,Renewal due in 90 days,0,0,0,0,1
CUST-100985,Bryant-Hughes,Manufacturing,Enterprise,229156,388,329,84.8,64.1,2,1,3.4,-22,307,26,1,Renewal not imminent,0,0,0,1,0
CUST-100986,"Rojas, Sandoval and Nelson",Financial Services,Starter,287409,258,177,68.6,89.8,24,1,4.8,8,303,11,0,Renewal not imminent,0,0,0,0,0
CUST-100987,"Marshall, Dean and Padilla",Technology,Starter,155303,224,152,67.9,86.4,14,0,0.5,50,285,72,0,Renewal not imminent,0,0,0,0,1
CUST-100988,Jones-Murphy,Technology,Professional,109520,117,75,64.1,61.7,15,0,2.2,-35,284,105,1,Renewal not imminent,0,0,0,1,1
CUST-100989,"Goodman, Meyer and Gutierrez",Technology,Enterprise,171338,442,296,67.0,88.9,7,1,1.5,-37,238,101,0,Renewal not imminent,0,0,0,1,1
CUST-100990,Bates Ltd,Financial Services,Enterprise,149718,93,55,59.1,76.7,15,2,2.1,-25,326,83,1,Renewal not imminent,0,0,0,1,1
CUST-100991,"Mcdaniel, Clark and Garcia",Technology,Enterprise,106042,228,146,64.0,90.5,7,2,9.2,-37,331,15,1,Renewal not imminent,0,0,0,1,0
CUST-100992,Anderson-Davis,Education,Enterprise,46983,267,156,58.4,91.7,18,1,0.9,21,186,72,1,Renewal not imminent,0,0,0,0,1
CUST-100993,"Jordan, Warren and Bailey",Logistics,Enterprise,147219,459,314,68.4,83.4,22,2,0.5,64,244,15,1,Renewal not imminent,0,0,0,0,0
CUST-100994,Ramos Inc,Financial Services,Starter,21198,277,225,81.2,51.3,1,1,3.2,-22,298,40,1,Renewal not imminent,0,0,0,1,0
CUST-100995,Williams Ltd,Financial Services,Starter,83039,464,374,80.6,87.4,8,3,6.0,6,28,53,1,Renewal due in 30 days,0,0,0,0,0
CUST-100996,"Morris, Mahoney and Neal",Financial Services,Enterprise,163968,39,32,82.1,73.2,29,2,3.0,-31,328,65,0,Renewal not imminent,0,0,0,1,1
CUST-100997,"Holmes, Sweeney and Jones",Healthcare,Enterprise,108074,407,265,65.1,58.7,17,2,4.1,1,86,111,1,Renewal due in 90 days,0,0,0,0,1
CUST-100998,Ortiz Ltd,Financial Services,Enterprise,169848,438,364,83.1,83.3,22,0,4.1,6,358,12,1,Renewal not imminent,0,0,0,0,0
CUST-100999,"Keith, Caldwell and Hood",Healthcare,Starter,87349,436,216,49.5,60.0,9,5,0.5,7,266,99,1,Renewal not imminent,0,0,1,0,1
CUST-101000,"Greer, Garcia and Crawford",Manufacturing,Starter,190422,225,225,100.0,86.8,4,1,0.6,24,112,28,0,Renewal not imminent,0,0,0,0,0
CUST-101001,"Johnson, Patrick and Patterson",Education,Enterprise,287593,422,331,78.4,88.6,22,5,3.0,56,283,102,0,Renewal not imminent,0,0,1,0,1
CUST-101002,Carter-Stevens,Healthcare,Starter,253430,228,116,50.9,57.4,29,0,6.5,-38,68,61,1,Renewal due in 90 days,0,0,0,1,1
CUST-101003,Lee-Palmer,Manufacturing,Professional,202090,174,145,83.3,88.6,16,1,4.1,57,306,43,0,Renewal not imminent,0,0,0,0,0
CUST-101004,Williams PLC,Healthcare,Enterprise,171742,378,289,76.5,96.8,7,2,1.5,-24,61,109,0,Renewal due in 90 days,0,0,0,1,1
CUST-101005,"Dawson, Wise and Taylor",Financial Services,Starter,130790,367,304,82.8,94.4,4,1,3.4,-30,108,54,0,Renewal not imminent,0,0,0,1,0
CUST-101006,Parker LLC,Technology,Professional,21859,54,54,100.0,86.7,6,0,4.4,-27,22,4,0,Renewal due in 30 days,0,0,0,1,0
CUST-101007,Richard-Michael,Financial Services,Starter,74349,255,172,67.5,67.2,9,4,2.1,45,34,1,0,Renewal due in 90 days,0,0,0,0,0
CUST-101008,Nelson-Howard,Education,Starter,76903,415,415,100.0,87.1,28,0,5.1,-15,301,23,1,Renewal not imminent,0,0,0,1,0
CUST-101009,"Cross, Gallagher and Hicks",Manufacturing,Enterprise,59594,29,20,69.0,95.2,30,4,3.3,34,143,44,1,Renewal not imminent,0,0,0,0,0
CUST-101010,Cooper-Contreras,Logistics,Enterprise,274476,97,69,71.1,48.9,16,4,5.0,32,124,8,0,Renewal not imminent,0,1,0,0,0
CUST-101011,"Hart, Stone and Carrillo",Education,Starter,19331,434,299,68.9,86.2,30,2,0.5,-4,99,21,0,Renewal not imminent,0,0,0,1,0
CUST-101012,Sanchez LLC,Manufacturing,Enterprise,63739,386,282,73.1,46.2,15,2,6.5,6,363,89,0,Renewal not imminent,0,1,0,0,1
CUST-101013,Ayala Ltd,Manufacturing,Professional,68268,240,125,52.1,82.5,13,1,3.0,-13,195,65,0,Renewal not imminent,0,0,0,1,1
CUST-101014,"Alvarez, Lynch and Taylor",Financial Services,Starter,71163,223,172,77.1,70.1,3,1,2.4,26,239,17,1,Renewal not imminent,0,0,0,0,0
CUST-101015,"Lawrence, Roberts and Fowler",Logistics,Professional,201399,405,237,58.5,72.5,23,1,4.0,-35,286,10,1,Renewal not imminent,0,0,0,1,0
CUST-101016,"Hendrix, Pace and Gallegos",Technology,Professional,72671,267,194,72.7,71.6,19,3,4.0,54,234,39,1,Renewal not imminent,0,0,0,0,0
CUST-101017,"Taylor, Smith and Mercer",Financial Services,Professional,225533,130,81,62.3,81.4,27,1,5.2,-32,97,114,1,Renewal not imminent,0,0,0,1,1
CUST-101018,Klein-Nixon,Manufacturing,Starter,204645,495,326,65.9,84.8,15,2,0.6,46,346,13,1,Renewal not imminent,0,0,0,0,0
CUST-101019,Mcguire PLC,Logistics,Enterprise,286025,239,180,75.3,53.7,3,1,1.4,-22,44,50,1,Renewal due in 90 days,0,0,0,1,0
CUST-101020,Fox-Newman,Logistics,Starter,65331,370,313,84.6,80.0,11,3,5.8,-15,34,43,0,Renewal due in 90 days,0,0,0,1,0
CUST-101021,Bender-Ramirez,Healthcare,Starter,223963,319,285,89.3,75.0,23,2,0.5,23,218,35,1,Renewal not imminent,0,0,0,0,0
CUST-101022,Lawrence LLC,Financial Services,Professional,221838,402,234,58.2,77.4,19,3,0.5,11,342,62,1,Renewal not imminent,0,0,0,0,1
CUST-101023,"Bowers, Valenzuela and Moyer",Healthcare,Starter,250359,90,44,48.9,81.4,15,0,1.7,23,129,29,0,Renewal not imminent,0,0,0,0,0
CUST-101024,"Scott, Mitchell and Chandler",Logistics,Starter,64220,30,20,66.7,56.6,15,2,2.7,46,35,3,0,Renewal due in 90 days,0,0,0,0,0
CUST-101025,Schwartz Group,Manufacturing,Professional,183419,210,147,70.0,69.0,19,4,4.1,-28,319,97,0,Renewal not imminent,0,0,0,1,1
CUST-101026,"Wheeler, Joseph and Smith",Technology,Professional,284602,353,351,99.4,57.9,9,2,2.5,44,104,63,1,Renewal not imminent,0,0,0,0,1
CUST-101027,Willis-Mclaughlin,Education,Professional,149187,273,135,49.5,93.0,17,1,1.7,-38,277,97,0,Renewal not imminent,0,0,0,1,1
CUST-101028,Newman Ltd,Technology,Professional,74460,235,187,79.6,53.4,27,1,1.3,8,162,56,1,Renewal not imminent,0,0,0,0,0
CUST-101029,Hawkins Inc,Manufacturing,Enterprise,29227,33,24,72.7,74.4,27,4,2.0,59,338,38,0,Renewal not imminent,0,0,0,0,0
CUST-101030,Hardy-Jones,Manufacturing,Professional,237800,266,186,69.9,48.0,15,4,5.8,57,200,14,1,Renewal not imminent,0,1,0,0,0
CUST-101031,Nicholson-Thomas,Education,Professional,294796,352,230,65.3,96.3,17,4,3.6,69,244,20,0,Renewal not imminent,0,0,0,0,0
CUST-101032,Brown Ltd,Technology,Enterprise,150092,215,112,52.1,69.5,19,3,3.7,46,194,45,1,Renewal not imminent,0,0,0,0,0
CUST-101033,"Thornton, Joseph and Miles",Healthcare,Enterprise,44203,179,155,86.6,50.6,4,3,2.4,67,24,46,1,Renewal due in 30 days,0,0,0,0,0
CUST-101034,Reed-Thompson,Logistics,Professional,26103,429,257,59.9,77.0,3,2,4.3,14,195,44,1,Renewal not imminent,0,0,0,0,0
CUST-101035,Collins Group,Healthcare,Enterprise,196166,225,145,64.4,54.2,7,2,6.5,-10,126,82,1,Renewal not imminent,0,0,0,1,1
CUST-101036,Walter-Hernandez,Logistics,Starter,56533,318,131,41.2,89.9,3,4,3.0,3,157,21,0,Renewal not imminent,0,0,0,0,0
CUST-101037,Wilson Inc,Healthcare,Professional,182979,290,219,75.5,84.6,27,1,0.5,14,337,72,1,Renewal not imminent,0,0,0,0,1
CUST-101038,Weaver Ltd,Logistics,Professional,22696,151,109,72.2,92.6,0,3,3.0,0,302,48,1,Renewal not imminent,0,0,0,0,0
CUST-101039,Johnson-Perry,Technology,Starter,63236,180,180,100.0,59.2,21,4,2.7,-14,354,43,1,Renewal not imminent,0,0,0,1,0
CUST-101040,Alvarado Group,Manufacturing,Enterprise,190016,272,152,55.9,71.6,11,3,2.5,15,154,25,1,Renewal not imminent,0,0,0,0,0
CUST-101041,Torres-Murphy,Education,Starter,51489,340,332,97.6,73.3,8,2,3.8,-34,148,38,1,Renewal not imminent,0,0,0,1,0
CUST-101042,"Warner, Miller and Mueller",Education,Enterprise,130429,426,344,80.8,75.8,22,1,3.7,68,48,74,0,Renewal due in 90 days,0,0,0,0,1
CUST-101043,"Orr, Black and Weaver",Financial Services,Starter,188600,318,168,52.8,40.8,25,0,1.8,27,291,60,1,Renewal not imminent,0,1,0,0,0
CUST-101044,Jenkins-Gonzalez,Healthcare,Enterprise,194093,122,108,88.5,49.2,16,2,0.5,62,155,38,1,Renewal not imminent,0,1,0,0,0
CUST-101045,"Williams, Cain and Banks",Financial Services,Starter,295088,354,287,81.1,92.5,12,4,3.1,-8,213,79,1,Renewal not imminent,0,0,0,1,1
CUST-101046,"Peterson, Barajas and Estrada",Manufacturing,Starter,299080,358,313,87.4,88.4,22,1,5.2,26,322,110,0,Renewal not imminent,0,0,0,0,1
CUST-101047,Rogers-Lopez,Manufacturing,Enterprise,273726,310,260,83.9,28.5,8,2,6.4,79,240,81,1,Renewal not imminent,0,1,0,0,1
CUST-101048,"Alexander, Lee and Perez",Education,Starter,43395,493,405,82.2,73.4,14,2,0.5,-22,187,30,0,Renewal not imminent,0,0,0,1,0
CUST-101049,"Rodriguez, Brown and Jordan",Technology,Professional,169430,397,206,51.9,67.0,27,0,2.6,66,164,116,0,Renewal not imminent,0,0,0,0,1
CUST-101050,"Mcgrath, Diaz and Robinson",Technology,Professional,118723,339,285,84.1,73.8,20,3,4.9,-20,147,32,0,Renewal not imminent,0,0,0,1,0
CUST-101051,"Wilson, Smith and Bennett",Healthcare,Starter,137033,222,151,68.0,51.3,0,2,2.7,-9,99,102,1,Renewal not imminent,0,0,0,1,1
CUST-101052,Delacruz-Vasquez,Education,Professional,266480,252,193,76.6,60.6,20,4,0.7,75,217,4,0,Renewal not imminent,0,0,0,0,0
CUST-101053,Wolf-Adams,Manufacturing,Starter,154979,96,67,69.8,91.1,25,1,4.2,62,133,35,0,Renewal not imminent,0,0,0,0,0
CUST-101054,"Carpenter, Bowers and Sanchez",Logistics,Professional,34141,344,276,80.2,58.3,1,2,3.1,70,11,114,0,Renewal due in 30 days,0,0,0,0,1
CUST-101055,Johnson PLC,Healthcare,Professional,168226,175,120,68.6,75.8,21,4,8.8,44,187,113,0,Renewal not imminent,0,0,0,0,1
CUST-101056,Morris-Vasquez,Manufacturing,Starter,85694,218,195,89.4,52.8,23,4,5.4,24,293,119,0,Renewal not imminent,0,0,0,0,1
CUST-101057,Brown and Sons,Financial Services,Professional,287387,282,210,74.5,79.5,7,8,3.3,36,47,15,1,Renewal due in 90 days,0,0,1,0,0
CUST-101058,Edwards-Mcknight,Logistics,Enterprise,216446,183,151,82.5,20.4,29,0,3.2,14,121,27,0,Renewal not imminent,0,1,0,0,0
CUST-101059,"Zamora, Dunn and Williams",Manufacturing,Professional,103831,69,60,87.0,57.4,13,1,3.4,-8,226,110,0,Renewal not imminent,0,0,0,1,1
CUST-101060,Ryan PLC,Financial Services,Enterprise,291691,266,195,73.3,76.6,10,2,3.1,29,58,54,1,Renewal due in 90 days,0,0,0,0,0
CUST-101061,Bryant-Mitchell,Financial Services,Starter,141156,364,162,44.5,43.8,15,0,2.2,51,186,47,1,Renewal not imminent,0,1,0,0,0
CUST-101062,"Scott, Bennett and Owens",Logistics,Enterprise,30250,25,20,80.0,68.5,22,5,3.0,77,28,100,0,Renewal due in 30 days,0,0,1,0,1
CUST-101063,"Brock, Edwards and Turner",Financial Services,Enterprise,213688,144,75,52.1,86.5,11,1,0.5,75,359,103,0,Renewal not imminent,0,0,0,0,1
CUST-101064,"Hernandez, Gonzalez and Thompson",Technology,Professional,135932,288,226,78.5,75.3,29,2,4.2,10,5,118,1,Renewal due in 30 days,0,0,0,0,1
CUST-101065,"Wallace, Cook and Cowan",Manufacturing,Professional,59317,169,138,81.7,80.8,27,4,1.1,73,108,20,1,Renewal not imminent,0,0,0,0,0
CUST-101066,"Wilson, Gonzales and Thomas",Logistics,Professional,178295,338,214,63.3,49.8,8,1,3.8,70,18,10,1,Renewal due in 30 days,0,1,0,0,0
CUST-101067,Singleton-Graves,Financial Services,Enterprise,228510,256,124,48.4,96.1,28,1,7.3,77,217,104,0,Renewal not imminent,0,0,0,0,1
CUST-101068,Sandoval-Mills,Logistics,Professional,96066,437,227,51.9,78.5,2,2,3.3,5,260,53,1,Renewal not imminent,0,0,0,0,0
CUST-101069,Matthews-Hall,Healthcare,Enterprise,26339,247,179,72.5,91.2,5,2,8.5,40,329,56,0,Renewal not imminent,0,0,0,0,0
CUST-101070,Orozco Inc,Manufacturing,Enterprise,222062,16,10,62.5,88.2,10,1,5.6,33,157,10,0,Renewal not imminent,0,0,0,0,0
CUST-101071,Palmer-Nguyen,Education,Enterprise,142864,95,56,58.9,57.7,24,3,1.6,-24,333,108,1,Renewal not imminent,0,0,0,1,1
CUST-101072,Schwartz-Gonzalez,Technology,Professional,179457,420,383,91.2,48.8,8,1,0.5,-18,69,87,1,Renewal due in 90 days,0,1,0,1,1
CUST-101073,"Martinez, Sanchez and Lewis",Manufacturing,Starter,159742,424,238,56.1,67.2,11,0,3.0,-17,213,50,1,Renewal not imminent,0,0,0,1,0
CUST-101074,Summers-Nunez,Healthcare,Starter,129695,498,320,64.3,88.8,20,1,4.5,38,286,80,0,Renewal not imminent,0,0,0,0,1
CUST-101075,Acosta PLC,Technology,Starter,58649,479,405,84.6,78.5,22,2,3.6,69,135,21,0,Renewal not imminent,0,0,0,0,0
CUST-101076,Webster-Gonzales,Education,Professional,236868,220,220,100.0,56.7,2,1,4.6,7,77,21,0,Renewal due in 90 days,0,0,0,0,0
CUST-101077,"Manning, Willis and Adams",Technology,Professional,287690,22,15,68.2,78.6,15,3,5.4,-25,345,28,0,Renewal not imminent,0,0,0,1,0
CUST-101078,"Anderson, Evans and Sutton",Financial Services,Enterprise,151566,112,84,75.0,41.6,12,2,4.0,-24,254,55,0,Renewal not imminent,0,1,0,1,0
CUST-101079,Hawkins-Kidd,Financial Services,Enterprise,125018,322,217,67.4,76.4,6,1,3.8,13,347,23,1,Renewal not imminent,0,0,0,0,0
CUST-101080,Harvey-Bass,Healthcare,Professional,88516,420,405,96.4,70.7,7,2,7.2,39,135,57,0,Renewal not imminent,0,0,0,0,0
CUST-101081,Kerr-Brandt,Healthcare,Starter,252209,204,81,39.7,70.1,4,2,5.2,71,241,41,1,Renewal not imminent,1,0,0,0,0
CUST-101082,Singleton-Odom,Logistics,Professional,123263,366,232,63.4,95.8,13,1,3.8,54,363,76,1,Renewal not imminent,0,0,0,0,1
CUST-101083,Taylor Group,Education,Starter,61953,52,22,42.3,78.5,10,2,2.6,79,27,30,1,Renewal due in 30 days,0,0,0,0,0
CUST-101084,Richards LLC,Education,Enterprise,197756,480,387,80.6,77.9,22,0,8.4,55,307,103,0,Renewal not imminent,0,0,0,0,1
CUST-101085,"Vasquez, Peck and Jennings",Education,Enterprise,144989,17,11,64.7,91.1,9,0,1.9,10,196,85,1,Renewal not imminent,0,0,0,0,1
CUST-101086,"Torres, King and Leonard",Education,Starter,33561,82,67,81.7,52.3,5,2,2.8,24,134,63,1,Renewal not imminent,0,0,0,0,1
CUST-101087,Jackson-Gay,Manufacturing,Starter,257411,464,436,94.0,77.0,22,1,2.7,27,163,55,0,Renewal not imminent,0,0,0,0,0
CUST-101088,Reyes Group,Financial Services,Starter,73258,148,110,74.3,54.3,15,4,4.0,71,66,106,1,Renewal due in 90 days,0,0,0,0,1
CUST-101089,"Ferguson, Stephenson and Fletcher",Technology,Professional,201054,397,168,42.3,49.0,19,1,1.3,66,135,97,1,Renewal not imminent,0,1,0,0,1
CUST-101090,"Monroe, Jackson and Thompson",Technology,Starter,176107,279,224,80.3,80.0,23,4,7.1,22,162,97,0,Renewal not imminent,0,0,0,0,1
CUST-101091,Cole Group,Healthcare,Starter,242681,299,243,81.3,78.1,1,1,5.8,-11,77,23,0,Renewal due in 90 days,0,0,0,1,0
CUST-101092,Kennedy-Williams,Manufacturing,Enterprise,148432,255,232,91.0,77.3,13,3,6.1,-26,240,114,1,Renewal not imminent,0,0,0,1,1
CUST-101093,Franklin and Sons,Financial Services,Enterprise,243483,35,35,100.0,89.0,15,4,7.6,18,288,63,0,Renewal not imminent,0,0,0,0,1
CUST-101094,Villarreal and Sons,Healthcare,Professional,89622,448,332,74.1,75.1,6,1,3.4,71,48,36,0,Renewal due in 90 days,0,0,0,0,0
CUST-101095,"Booker, Freeman and Melton",Logistics,Enterprise,100235,442,378,85.5,96.5,18,1,6.7,74,140,84,0,Renewal not imminent,0,0,0,0,1
CUST-101096,Sanchez-Barker,Education,Enterprise,14163,313,197,62.9,45.4,13,4,0.7,77,93,9,0,Renewal not imminent,0,1,0,0,0
CUST-101097,Mcfarland Inc,Logistics,Starter,273153,408,189,46.3,87.8,0,3,5.4,-4,169,87,0,Renewal not imminent,0,0,0,1,1
CUST-101098,"Cunningham, Andrews and Lyons",Education,Starter,207852,216,182,84.3,96.9,4,2,4.1,-37,166,10,1,Renewal not imminent,0,0,0,1,0
CUST-101099,"Davis, Vaughan and Sullivan",Technology,Enterprise,263582,440,192,43.6,67.6,19,2,6.4,44,138,0,1,Renewal not imminent,0,0,0,0,0
CUST-101100,"Kirk, Alexander and Massey",Financial Services,Enterprise,249555,37,31,83.8,82.6,4,3,2.8,-13,292,110,0,Renewal not imminent,0,0,0,1,1
CUST-101101,Erickson and Sons,Financial Services,Starter,160349,425,175,41.2,92.2,17,4,2.5,37,37,48,0,Renewal due in 90 days,0,0,0,0,0
CUST-101102,Thompson and Sons,Manufacturing,Starter,145779,219,167,76.3,53.6,2,1,3.4,-38,205,109,0,Renewal not imminent,0,0,0,1,1
CUST-101103,Tucker-Cantrell,Technology,Professional,215687,98,63,64.3,79.0,24,3,6.4,43,332,19,0,Renewal not imminent,0,0,0,0,0
CUST-101104,Reyes LLC,Technology,Enterprise,269344,167,85,50.9,52.3,28,2,4.8,47,159,77,0,Renewal not imminent,0,0,0,0,1
CUST-101105,"Harris, Robles and Hill",Financial Services,Enterprise,62390,198,197,99.5,82.7,15,4,0.5,17,103,113,1,Renewal not imminent,0,0,0,0,1
CUST-101106,"Fields, Park and Olsen",Education,Enterprise,152760,258,169,65.5,78.3,2,3,6.0,56,217,54,1,Renewal not imminent,0,0,0,0,0
CUST-101107,Robles-Nguyen,Technology,Enterprise,109704,329,295,89.7,84.4,2,2,3.4,-35,219,65,1,Renewal not imminent,0,0,0,1,1
CUST-101108,"Jones, Buchanan and Moore",Logistics,Enterprise,129561,252,125,49.6,74.0,29,4,4.5,23,80,67,0,Renewal due in 90 days,0,0,0,0,1
CUST-101109,Mayer Ltd,Technology,Starter,257481,163,123,75.5,73.2,9,2,2.2,-21,245,16,1,Renewal not imminent,0,0,0,1,0
CUST-101110,"Holland, Ramsey and Daniels",Education,Professional,142366,445,354,79.6,46.7,18,2,2.5,-34,152,70,0,Renewal not imminent,0,1,0,1,1
CUST-101111,"Soto, Wallace and Sanchez",Education,Starter,35642,484,458,94.6,69.1,13,1,4.9,12,262,12,1,Renewal not imminent,0,0,0,0,0
CUST-101112,Webster LLC,Financial Services,Professional,144844,353,305,86.4,87.9,2,2,4.8,58,300,64,0,Renewal not imminent,0,0,0,0,1
CUST-101113,"Peterson, Moore and Roberts",Manufacturing,Starter,254681,73,50,68.5,69.8,1,3,5.1,-30,202,53,1,Renewal not imminent,0,0,0,1,0
CUST-101114,Ford-Cohen,Logistics,Professional,250550,175,138,78.9,93.3,25,3,4.4,-7,320,43,0,Renewal not imminent,0,0,0,1,0
CUST-101115,"Hughes, Lin and Grant",Healthcare,Enterprise,109039,123,97,78.9,89.0,8,2,2.9,71,310,86,0,Renewal not imminent,0,0,0,0,1
CUST-101116,Cruz PLC,Healthcare,Starter,292166,237,176,74.3,78.0,3,2,3.2,-39,203,21,1,Renewal not imminent,0,0,0,1,0
CUST-101117,Ortiz Inc,Logistics,Enterprise,224384,250,144,57.6,35.6,23,2,2.6,22,309,38,1,Renewal not imminent,0,1,0,0,0
CUST-101118,Williams-Gonzales,Financial Services,Starter,219092,368,227,61.7,84.3,4,1,3.8,-39,65,24,0,Renewal due in 90 days,0,0,0,1,0
