customer_id,days_since_csm_touch,last_qbr_days,has_executive_sponsor
CUST-101071,24,173,0
CUST-101072,83,116,1
CUST-101073,22,117,1
CUST-101074,88,174,1
CUST-101075,119,105,0
CUST-101076,85,74,1
CUST-101077,15,89,1
CUST-101078,84,67,1
CUST-101079,101,95,1
CUST-101080,50,13,1
CUST-101081,12,32,0
CUST-101082,11,6,1
CUST-101083,3,33,1
CUST-101084,107,62,1
CUST-101085,74,26,0
CUST-101086,11,19,1
CUST-101087,62,160,0
CUST-101088,1,45,0
CUST-101089,94,65,0
CUST-101090,27,93,0
CUST-101091,120,32,1
CUST-101092,63,111,1
CUST-101093,101,150,1
CUST-101094,104,81,0
CUST-101095,104,16,1
CUST-101096,82,135,1
CUST-101097,9,55,1
CUST-101098,42,54,1
CUST-101099,67,55,0
CUST-101100,40,81,0
CUST-101101,57,43,1
CUST-101102,109,147,0
CUST-101103,5,86,0
CUST-101104,44,102,0
CUST-101105,63,164,0
CUST-101106,41,176,1
CUST-101107,88,13,1
CUST-101108,78,97,1
CUST-101109,18,149,1
CUST-101110,62,71,1
CUST-101111,71,62,0
CUST-101112,59,98,0
CUST-101113,97,79,1
CUST-101114,79,131,0
CUST-101115,111,147,0
CUST-101116,23,68,0
CUST-101117,55,54,0
CUST-101118,12,12,1
CUST-101119,67,155,1
CUST-101120,6,9,1
CUST-101121,28,177,1
CUST-101122,93,0,0
CUST-101123,8,42,0
CUST-101124,22,67,0
CUST-101125,60,28,0
CUST-101126,99,24,0
CUST-101127,62,64,1
CUST-101128,109,152,1
CUST-101129,63,7,0
CUST-101130,48,163,0
CUST-101131,42,100,1
CUST-101132,78,31,1
CUST-101133,18,119,0
CUST-101134,1,116,0
CUST-101135,84,0,0
CUST-101136,18,50,1
CUST-101137,86,163,1
CUST-101138,86,82,0
CUST-101139,38,145,1
CUST-101140,40,128,1
CUST-101141,71,6,1
CUST-101142,69,144,1
CUST-101143,111,132,1
CUST-101144,105,74,1
CUST-101145,66,36,1
CUST-101146,79,176,0
CUST-101147,26,26,1
CUST-101148,23,60,1
CUST-101149,2,47,0
CUST-101150,37,74,0
CUST-101151,13,118,1
CUST-101152,1,148,1
CUST-101153,58,70,0
CUST-101154,22,167,0
CUST-101155,84,77,1
CUST-101156,64,168,1
CUST-101157,109,40,0
CUST-101158,117,60,0
CUST-101159,4,18,1
CUST-101160,17,163,0
CUST-101161,20,111,0
CUST-101162,17,1,1
CUST-101163,26,146,1
CUST-101164,80,96,0
CUST-101165,6,153,1
CUST-101166,20,73,0
CUST-101167,7,139,0
CUST-101168,25,85,0
CUST-101169,72,156,0
CUST-101170,16,69,0
CUST-101171,100,58,0
CUST-101172,2,141,1
CUST-101173,17,29,1
CUST-101174,30,59,0
CUST-101175,1,63,0
CUST-101176,77,167,0
CUST-101177,32,139,0
CUST-101178,37,167,0
CUST-101179,115,105,1
CUST-101180,26,31,1
CUST-101181,14,5,1
CUST-101182,10,15,1
CUST-101183,28,52,1
CUST-101184,119,6,1
CUST-101185,118,14,0
CUST-101186,98,132,1
CUST-101187,87,70,0
CUST-101188,46,68,1
CUST-101189,56,118,0
CUST-101190,27,104,0
CUST-101191,33,70,1
CUST-101192,83,12,0
CUST-101193,70,58,0
CUST-101194,76,60,1
CUST-101195,73,95,1
CUST-101196,42,104,1
CUST-101197,116,151,0
CUST-101198,120,55,1
CUST-101199,10,19,0
CUST-101200,77,120,1
CUST-101201,98,92,0
CUST-101202,45,143,0
CUST-101203,105,32,0
CUST-101204,10,104,1
CUST-101205,15,107,1
CUST-101206,3,176,0
CUST-101207,30,75,0
CUST-101208,52,161,1
CUST-101209,75,130,0
CUST-101210,22,130,1
CUST-101211,114,134,1
CUST-101212,94,53,1
CUST-101213,35,124,1
CUST-101214,18,24,0
CUST-101215,24,1,1
CUST-101216,106,116,1
CUST-101217,17,71,0
CUST-101218,35,116,0
CUST-101219,71,169,0
CUST-101220,33,120,0
CUST-101221,66,54,0
CUST-101222,53,176,1
CUST-101223,23,76,0
CUST-101224,61,75,0
CUST-101225,14,45,1
CUST-101226,110,125,1
CUST-101227,100,104,0
CUST-101228,54,102,1
CUST-101229,5,78,1
CUST-101230,16,154,0
CUST-101231,70,16,0
CUST-101232,91,58,1
CUST-101233,120,3,0
CUST-101234,38,6,0
CUST-101235,16,69,0
CUST-101236,12,150,1
CUST-101237,58,51,0
CUST-101238,52,143,1
CUST-101239,69,27,1
CUST-101240,13,164,1
CUST-101241,62,151,0
CUST-101242,7,126,1
CUST-101243,52,1,1
CUST-101244,59,123,0
CUST-101245,20,133,0
CUST-101246,102,134,1
CUST-101247,92,173,1
CUST-101248,87,52,1
CUST-101249,92,34,0
CUST-101250,0,79,0
CUST-101251,20,17,1
CUST-101252,105,109,1
CUST-101253,9,151,0
CUST-101254,75,165,1
CUST-101255,100,59,0
CUST-101256,114,13,0
CUST-101257,15,61,1
CUST-101258,113,154,0
CUST-101259,32,175,0
CUST-101260,44,108,0
CUST-101261,46,134,0
CUST-101262,1,155,1
CUST-101263,73,7,1
CUST-101264,3,156,0
CUST-101265,90,15,1
CUST-101266,108,81,0
CUST-101267,85,15,0
CUST-101268,35,155,0
CUST-101269,44,30,1
CUST-101270,23,22,0
CUST-101271,10,63,1
CUST-101272,35,35,1
CUST-101273,56,67,0
CUST-101274,87,43,0
CUST-101275,82,174,1
CUST-101276,33,8,0
CUST-101277,84,150,0
CUST-101278,82,25,0
CUST-101279,56,157,1
CUST-101280,47,153,1
CUST-101281,99,68,1
CUST-101282,67,50,0
CUST-101283,21,117,0
CUST-101284,109,52,1
CUST-101285,44,25,1
CUST-101286,97,24,1
CUST-101287,54,152,1
CUST-101288,22,60,1
CUST-101289,17,127,0
CUST-101290,54,38,1
CUST-101291,87,132,0
CUST-101292,102,3,0
CUST-101293,85,102,1
CUST-101294,116,115,1
CUST-101295,97,98,0
CUST-101296,78,116,1
CUST-101297,113,153,1
CUST-101298,37,91,1
CUST-101299,93,9,1
CUST-101300,55,70,1
CUST-101301,47,9,0
CUST-101302,95,77,1
CUST-101303,24,146,1
CUST-101304,97,111,1
CUST-101305,23,173,1
CUST-101306,34,118,1
CUST-101307,36,155,1
CUST-101308,43,81,1
CUST-101309,21,172,1
CUST-101310,44,21,0
CUST-101311,3,39,0
CUST-101312,30,96,0
CUST-101313,37,45,0
CUST-101314,98,92,0
CUST-101315,118,115,0
CUST-101316,83,44,0
CUST-101317,28,35,0
CUST-101318,60,175,0
CUST-101319,92,61,0
CUST-101320,59,117,0
CUST-101321,102,154,1
CUST-101322,87,173,1
CUST-101323,68,30,0
CUST-101324,118,130,1
CUST-101325,84,86,0
CUST-101326,9,117,1
CUST-101327,89,66,1
CUST-101328,47,144,1
CUST-101329,86,75,0
CUST-101330,3,54,1
CUST-101331,79,43,1
CUST-101332,111,134,1
CUST-101333,26,57,0
CUST-101334,116,163,0
CUST-101335,80,25,1
CUST-101336,57,145,0
CUST-101337,58,45,0
CUST-101338,16,133,1
CUST-101339,112,13,1
CUST-101340,12,138,0
CUST-101341,56,164,0
CUST-101342,80,45,1
CUST-101343,35,173,1
CUST-101344,60,126,0
CUST-101345,87,137,0
CUST-101346,67,120,0
CUST-101347,98,101,0
CUST-101348,53,68,0
CUST-101349,45,80,1
CUST-101350,82,35,1
CUST-101351,37,95,0
CUST-101352,56,70,0
CUST-101353,5,168,1
CUST-101354,81,87,1
CUST-101355,9,83,1
CUST-101356,31,83,1
CUST-101357,89,80,1
CUST-101358,42,50,1
CUST-101359,62,12,0
CUST-101360,102,83,1
CUST-101361,99,28,0
CUST-101362,55,70,1
CUST-101363,88,110,0
CUST-101364,41,109,0
CUST-101365,114,147,0
CUST-101366,120,10,0
CUST-101367,38,41,1
CUST-101368,48,6,1
CUST-101369,98,97,0
CUST-101370,45,81,1
CUST-101371,120,116,0
CUST-101372,8,111,1
CUST-101373,5,36,0
CUST-101374,97,9,0
CUST-101375,22,132,0
CUST-101376,51,160,1
CUST-101377,4,36,1
CUST-101378,1,89,0
CUST-101379,68,112,0
CUST-101380,84,138,1
CUST-101381,16,36,0
CUST-101382,28,64,0
CUST-101383,34,33,1
CUST-101384,101,50,0
CUST-101385,61,123,1
CUST-101386,56,30,1
CUST-101387,62,140,1
CUST-101388,3,139,0
CUST-101389,39,115,1
CUST-101390,28,4,0
CUST-101391,46,138,0
CUST-101392,81,158,0
CUST-101393,115,133,1
CUST-101394,90,142,1
CUST-101395,20,62,1
CUST-101396,9,57,1
CUST-101397,86,70,1
CUST-101398,38,31,1
CUST-101399,59,109,0
CUST-101400,76,92,0
CUST-101401,93,70,1
CUST-101402,12,124,0
CUST-101403,90,124,1
CUST-101404,82,25,0
CUST-101405,5,88,1
CUST-101406,27,145,0
CUST-101407,32,91,1
CUST-101408,33,41,0
CUST-101409,109,22,1
CUST-101410,40,159,1
CUST-101411,56,92,0
CUST-101412,71,75,0
CUST-101413,112,169,1
CUST-101414,117,98,0
CUST-101415,19,170,1
CUST-101416,103,55,0
CUST-101417,70,145,0
CUST-101418,46,67,1
CUST-101419,41,179,0
CUST-101420,103,154,0
CUST-101421,63,151,1
CUST-101422,90,37,0
CUST-101423,62,110,0
CUST-101424,102,130,1
CUST-101425,75,30,0
CUST-101426,97,45,0
CUST-101427,87,99,1
CUST-101428,90,110,1
CUST-101429,81,20,1
CUST-101430,47,24,0
CUST-101431,115,145,1
CUST-101432,44,24,0
CUST-101433,104,113,0
CUST-101434,75,132,0
CUST-101435,120,116,1
CUST-101436,18,61,1
CUST-101437,107,151,0
CUST-101438,89,136,1
CUST-101439,37,160,1
CUST-101440,71,123,1
CUST-101441,24,22,1
CUST-101442,38,98,0
CUST-101443,65,94,0
CUST-101444,91,52,1
CUST-101445,37,1,0
CUST-101446,18,153,0
CUST-101447,83,69,1
CUST-101448,62,64,0
CUST-101449,9,163,0
CUST-101450,94,65,1
CUST-101451,50,51,0
CUST-101452,14,58,0
CUST-101453,47,112,0
CUST-101454,5,145,0
CUST-101455,82,14,1
CUST-101456,42,168,1
CUST-101457,18,140,1
CUST-101458,21,82,1
CUST-101459,7,99,0
CUST-101460,116,121,1
CUST-101461,32,88,1
CUST-101462,93,44,1
CUST-101463,58,105,0
CUST-101464,57,113,1
CUST-101465,26,62,0
CUST-101466,97,104,1
CUST-101467,57,76,1
CUST-101468,66,110,0
CUST-101469,34,174,0
CUST-101470,94,33,1
CUST-101471,117,13,1
CUST-101472,8,92,1
CUST-101473,102,143,0
CUST-101474,71,141,1
CUST-101475,5,34,1
CUST-101476,23,114,0
CUST-101477,79,76,1
CUST-101478,100,21,1
CUST-101479,32,49,1
CUST-101480,39,67,1
CUST-101481,70,8,0
CUST-101482,115,120,1
CUST-101483,109,108,1
CUST-101484,36,68,0
CUST-101485,16,27,0
CUST-101486,1,3,1
CUST-101487,100,170,0
CUST-101488,91,23,0
CUST-101489,67,49,1
CUST-101490,86,151,0
CUST-101491,69,147,0
CUST-101492,81,151,1
CUST-101493,67,1,1
CUST-101494,7,158,1
CUST-101495,117,92,0
CUST-101496,97,125,1
CUST-101497,59,118,1
CUST-101498,49,107,0
CUST-101499,55,169,0
CUST-101500,34,86,0
CUST-101501,77,127,1
CUST-101502,41,180,1
CUST-101503,1,78,0
CUST-101504,92,95,0
CUST-101505,26,83,0
CUST-101506,89,49,0
CUST-101507,60,4,1
CUST-101508,59,154,1
CUST-101509,7,121,0
CUST-101510,34,81,1
CUST-101511,94,49,1
CUST-101512,37,6,0
CUST-101513,71,40,1
CUST-101514,58,72,0
CUST-101515,47,36,1
CUST-101516,78,8,1
CUST-101517,8,35,0
CUST-101518,10,105,1
CUST-101519,101,101,0
CUST-101520,7,165,0
CUST-101521,111,35,1
CUST-101522,91,178,1
CUST-101523,62,1,1
CUST-101524,0,160,1
CUST-101525,32,85,0
CUST-101526,77,166,1
CUST-101527,72,76,0
CUST-101528,72,64,0
CUST-101529,92,99,1
CUST-101530,31,19,0
CUST-101531,38,113,1
CUST-101532,54,95,0
CUST-101533,58,52,0
CUST-101534,58,148,1
CUST-101535,86,96,0
CUST-101536,5,168,0
CUST-101537,34,48,0
CUST-101538,101,59,0
CUST-101539,47,168,1
CUST-101540,51,95,1
CUST-101541,55,22,1
CUST-101542,110,174,0
CUST-101543,80,40,0
CUST-101544,66,26,0
CUST-101545,93,95,1
CUST-101546,28,163,1
CUST-101547,88,78,0
CUST-101548,3,75,0
CUST-101549,45,169,1
CUST-101550,79,150,1
CUST-101551,3,65,1
CUST-101552,48,9,1
CUST-101553,106,161,0
CUST-101554,70,180,1
CUST-101555,99,7,1
CUST-101556,6,64,0
CUST-101557,76,84,1
CUST-101558,99,167,0
CUST-101559,74,126,0
CUST-101560,77,144,0
CUST-101561,88,94,0
CUST-101562,33,170,1
CUST-101563,23,170,0
CUST-101564,23,149,1
CUST-101565,89,100,0
CUST-101566,38,35,1
CUST-101567,12,44,1
CUST-101568,97,17,1
CUST-101569,28,67,1
CUST-101570,119,95,1
CUST-101571,113,104,0
CUST-101572,8,143,0
CUST-101573,103,87,1
CUST-101574,111,176,0
CUST-101575,80,16,1
CUST-101576,115,82,0
CUST-101577,35,67,1
CUST-101578,91,138,1
CUST-101579,76,162,1
CUST-101580,58,137,1
CUST-101581,8,48,1
CUST-101582,25,68,0
CUST-101583,23,31,1
CUST-101584,16,24,1
CUST-101585,36,110,0
CUST-101586,74,81,0
CUST-101587,94,157,1
CUST-101588,78,42,0
CUST-101589,74,153,1
CUST-101590,19,98,1
CUST-101591,67,87,1
CUST-101592,9,153,1
CUST-101593,91,74,0
CUST-101594,57,5,1
CUST-101595,116,108,0
CUST-101596,21,56,0
CUST-101597,20,23,0
CUST-101598,35,47,0
CUST-101599,73,167,0
CUST-101600,25,154,0
CUST-101601,47,45,0
CUST-101602,2,128,0
CUST-101603,77,94,1
CUST-101604,77,10,0
CUST-101605,50,140,1
CUST-101606,107,103,1
CUST-101607,76,94,1
CUST-101608,62,50,0
CUST-101609,50,62,0
CUST-101610,47,52,1
CUST-101611,44,119,1
CUST-101612,5,122,0
CUST-101613,95,143,1
CUST-101614,42,156,1
CUST-101615,113,112,1
CUST-101616,105,96,1
CUST-101617,35,100,0
CUST-101618,53,38,1
CUST-101619,33,123,0
CUST-101620,103,87,1
CUST-101621,41,134,0
CUST-101622,34,84,1
CUST-101623,71,57,0
CUST-101624,95,102,1
CUST-101625,118,169,0
CUST-101626,3,85,1
CUST-101627,55,60,1
CUST-101628,10,25,0
CUST-101629,103,178,0
CUST-101630,86,175,1
CUST-101631,74,21,0
CUST-101632,37,157,0
CUST-101633,20,164,0
CUST-101634,85,41,1
CUST-101635,51,107,0
CUST-101636,4,20,0
CUST-101637,36,85,1
CUST-101638,85,141,1
CUST-101639,44,16,0
CUST-101640,90,82,1
CUST-101641,21,64,1
CUST-101642,63,71,0
CUST-101643,78,95,1
CUST-101644,84,129,1
CUST-101645,70,74,1
CUST-101646,53,118,0
CUST-101647,104,58,1
CUST-101648,30,101,0
CUST-101649,111,163,1
CUST-101650,36,29,0
CUST-101651,10,84,0
CUST-101652,85,65,1
CUST-101653,36,79,0
CUST-101654,97,115,1
CUST-101655,100,21,1
CUST-101656,92,4,0
CUST-101657,61,161,1
CUST-101658,24,158,1
CUST-101659,49,82,1
CUST-101660,85,95,1
CUST-101661,71,29,0
CUST-101662,39,137,1
CUST-101663,48,39,1
CUST-101664,38,104,0
CUST-101665,77,153,0
CUST-101666,27,149,0
CUST-101667,70,147,1
CUST-101668,53,23,1
CUST-101669,5,120,1
CUST-101670,23,166,0
CUST-101671,105,174,0
CUST-101672,7,110,0
CUST-101673,52,148,1
CUST-101674,0,29,1
CUST-101675,85,63,0
CUST-101676,17,55,1
CUST-101677,13,87,0
CUST-101678,48,168,1
CUST-101679,109,169,0
CUST-101680,20,15,0
CUST-101681,35,45,1
CUST-101682,28,115,0
CUST-101683,115,34,0
CUST-101684,14,68,1
CUST-101685,2,16,0
CUST-101686,67,0,0
CUST-101687,13,78,1
CUST-101688,79,50,0
CUST-101689,29,110,0
CUST-101690,26,119,1
CUST-101691,27,55,1
CUST-101692,75,115,0
CUST-101693,68,161,0
CUST-101694,101,105,1
CUST-101695,119,91,1
CUST-101696,22,40,0
CUST-101697,7,169,1
CUST-101698,112,76,1
CUST-101699,68,44,1
CUST-101700,29,179,0
CUST-101701,57,108,0
CUST-101702,37,96,1
CUST-101703,68,28,1
CUST-101704,102,32,0
CUST-101705,11,66,1
CUST-101706,26,35,0
CUST-101707,69,20,1
CUST-101708,99,170,0
CUST-101709,61,25,1
CUST-101710,48,172,0
CUST-101711,18,153,1
CUST-101712,5,80,1
CUST-101713,84,66,0
CUST-101714,51,96,0
CUST-101715,6,93,1
CUST-101716,52,53,0
CUST-101717,120,134,0
CUST-101718,67,31,0
CUST-101719,48,48,0
CUST-101720,79,173,1
CUST-101721,53,33,1
CUST-101722,111,10,1
CUST-101723,100,58,1
CUST-101724,48,78,1
CUST-101725,2,57,0
CUST-101726,89,15,1
CUST-101727,105,90,0
CUST-101728,103,36,0
CUST-101729,25,61,0
CUST-101730,5,104,0
CUST-101731,59,128,1
CUST-101732,75,27,1
CUST-101733,48,85,1
CUST-101734,112,158,0
CUST-101735,103,31,1
CUST-101736,107,6,0
CUST-101737,64,37,0
CUST-101738,119,9,1
CUST-101739,101,86,0
CUST-101740,14,32,1
CUST-101741,50,155,0
CUST-101742,95,54,0
CUST-101743,23,111,0
CUST-101744,106,67,1
CUST-101745,24,87,1
CUST-101746,78,31,0
CUST-101747,64,94,0
CUST-101748,103,42,1
CUST-101749,70,164,1
CUST-101750,72,63,0
CUST-101751,101,49,0
CUST-101752,51,144,0
CUST-101753,58,106,0
CUST-101754,29,133,0
CUST-101755,71,4,1
CUST-101756,72,156,1
CUST-101757,55,169,1
CUST-101758,118,55,0
CUST-101759,40,146,1
CUST-101760,75,79,1
CUST-101761,109,131,1
CUST-101762,9,20,0
CUST-101763,78,165,1
CUST-101764,22,161,0
CUST-101765,28,163,1
CUST-101766,91,114,0
CUST-101767,102,23,1
CUST-101768,119,134,1
CUST-101769,119,80,1
CUST-101770,10,118,0
CUST-101771,28,108,0
CUST-101772,48,31,0
CUST-101773,6,43,1
CUST-101774,36,13,0
CUST-101775,18,118,1
CUST-101776,112,125,0
CUST-101777,94,125,1
CUST-101778,87,81,1
CUST-101779,75,139,1
CUST-101780,63,60,1
CUST-101781,84,43,0
CUST-101782,84,93,0
CUST-101783,93,18,0
CUST-101784,5,142,1
CUST-101785,4,84,0
CUST-101786,16,76,1
CUST-101787,69,129,1
CUST-101788,51,114,1
CUST-101789,9,157,0
CUST-101790,109,159,1
CUST-101791,95,9,1
CUST-101792,30,94,0
CUST-101793,42,175,1
CUST-101794,22,87,1
CUST-101795,17,90,1
CUST-101796,28,49,0
CUST-101797,43,123,0
CUST-101798,111,177,0
CUST-101799,50,94,1
CUST-101800,96,124,1
CUST-101801,112,172,0
CUST-101802,106,180,1
CUST-101803,11,83,1
CUST-101804,46,158,0
CUST-101805,57,81,0
CUST-101806,11,9,1
CUST-101807,60,143,0
CUST-101808,65,134,1
CUST-101809,41,149,1
CUST-101810,43,130,1
CUST-101811,40,157,1
CUST-101812,54,85,0
CUST-101813,75,165,0
CUST-101814,0,82,1
CUST-101815,87,25,1
CUST-101816,108,176,0
CUST-101817,16,93,0
CUST-101818,22,139,0
CUST-101819,107,165,0
CUST-101820,53,67,1
CUST-101821,51,132,0
CUST-101822,95,92,1
CUST-101823,11,130,1
CUST-101824,23,112,0
CUST-101825,91,55,0
CUST-101826,78,54,1
CUST-101827,9,163,1
CUST-101828,31,147,0
CUST-101829,59,126,0
CUST-101830,73,127,0
CUST-101831,7,84,0
CUST-101832,114,83,0
CUST-101833,17,93,1
CUST-101834,62,155,1
CUST-101835,90,95,1
CUST-101836,30,99,0
CUST-101837,20,53,0
CUST-101838,38,50,1
CUST-101839,60,21,0
CUST-101840,81,38,0
CUST-101841,84,35,0
CUST-101842,116,46,0
CUST-101843,67,112,0
CUST-101844,26,137,0
CUST-101845,97,72,0
CUST-101846,118,86,0
CUST-101847,107,151,0
CUST-101848,119,54,1
CUST-101849,35,48,1
CUST-101850,16,54,0
CUST-101851,46,157,0
CUST-101852,56,21,1
CUST-101853,67,166,0
CUST-101854,110,73,0
CUST-101855,117,163,1
CUST-101856,99,89,1
CUST-101857,103,64,1
CUST-101858,65,31,0
CUST-101859,97,23,1
CUST-101860,85,93,1
CUST-101861,10,50,0
CUST-101862,10,12,1
CUST-101863,90,50,0
CUST-101864,57,109,1
CUST-101865,25,171,0
CUST-101866,19,20,1
CUST-101867,34,103,1
CUST-101868,6,114,1
CUST-101869,30,139,0
CUST-101870,8,81,0
CUST-101871,67,126,0
CUST-101872,53,97,1
CUST-101873,6,124,1
CUST-101874,94,176,1
CUST-101875,116,67,0
CUST-101876,104,138,0
CUST-101877,80,66,0
CUST-101878,99,149,1
CUST-101879,75,74,0
CUST-101880,15,115,1
CUST-101881,1,138,0
CUST-101882,85,23,0
CUST-101883,97,165,0
CUST-101884,54,143,0
CUST-101885,45,58,0
CUST-101886,70,164,0
CUST-101887,45,27,1
CUST-101888,89,163,1
CUST-101889,54,6,1
CUST-101890,43,26,1
CUST-101891,16,0,0
CUST-101892,112,111,0
CUST-101893,54,5,0
CUST-101894,76,163,0
CUST-101895,114,0,1
CUST-101896,99,179,0
CUST-101897,78,24,1
CUST-101898,53,102,0
CUST-101899,96,139,0
CUST-101900,56,69,1
CUST-101901,33,139,1
CUST-101902,56,79,1
CUST-101903,6,28,0
CUST-101904,118,97,0
CUST-101905,29,152,1
CUST-101906,33,83,1
CUST-101907,83,146,1
CUST-101908,117,96,1
CUST-101909,55,67,0
CUST-101910,114,7,1
CUST-101911,16,62,1
CUST-101912,37,13,0
CUST-101913,54,41,0
CUST-101914,88,168,1
CUST-101915,10,45,1
CUST-101916,81,99,0
CUST-101917,63,143,0
CUST-101918,114,3,1
CUST-101919,14,42,0
CUST-101920,44,178,1
CUST-101921,33,131,0
CUST-101922,32,92,1
CUST-101923,43,37,0
CUST-101924,68,157,1
CUST-101925,37,165,0
CUST-101926,104,18,1
CUST-101927,32,84,0
CUST-101928,34,159,0
CUST-101929,111,101,1
CUST-101930,32,65,1
CUST-101931,88,16,1
CUST-101932,83,171,1
CUST-101933,32,137,1
CUST-101934,97,176,0
CUST-101935,107,115,0
CUST-101936,22,68,0
CUST-101937,72,26,0
CUST-101938,66,131,0
CUST-101939,1,47,0
CUST-101940,48,29,0
CUST-101941,104,75,0
CUST-101942,40,166,0
CUST-101943,24,80,1
CUST-101944,98,4,1
CUST-101945,48,112,0
CUST-101946,9,3,1
CUST-101947,120,57,1
CUST-101948,66,157,0
CUST-101949,18,96,1
CUST-101950,71,133,0
CUST-101951,75,109,0
CUST-101952,30,32,0
CUST-101953,80,133,0
CUST-101954,17,18,1
CUST-101955,11,171,0
CUST-101956,102,165,0
CUST-101957,77,122,1
CUST-101958,16,26,1
CUST-101959,16,0,0
CUST-101960,51,56,1
CUST-101961,110,120,0
CUST-101962,66,166,0
CUST-101963,120,138,1
CUST-101964,47,0,0
CUST-101965,95,11,1
CUST-101966,9,110,1
CUST-101967,39,143,1
CUST-101968,71,146,0
CUST-101969,14,105,0
CUST-101970,115,18,0
CUST-101971,8,119,1
CUST-101972,19,107,0
CUST-101973,70,56,1
CUST-101974,48,161,1
CUST-101975,118,70,0
CUST-101976,50,40,0
CUST-101977,41,27,0
CUST-101978,10,25,1
CUST-101979,37,180,1
CUST-101980,51,158,1
CUST-101981,114,21,0
CUST-101982,53,179,0
CUST-101983,87,175,1
CUST-101984,12,113,0
CUST-101985,75,172,1
CUST-101986,86,159,0
CUST-101987,16,8,0
CUST-101988,116,24,0
CUST-101989,87,145,1
CUST-101990,62,145,0
CUST-101991,49,112,1
CUST-101992,91,55,0
CUST-101993,50,125,1
CUST-101994,106,2,0
CUST-101995,13,117,1
CUST-101996,39,84,0
CUST-101997,31,1,1
CUST-101998,56,56,0
CUST-101999,72,142,1
CUST-102000,5,59,0
CUST-102001,23,19,1
CUST-102002,14,23,1
CUST-102003,89,43,0
CUST-102004,116,125,0
CUST-102005,68,95,1
CUST-102006,88,120,0
CUST-102007,98,86,0
CUST-102008,65,148,1
CUST-102009,17,43,1
CUST-102010,16,160,0
CUST-102011,83,54,0
CUST-102012,25,179,0
CUST-102013,91,178,0
CUST-102014,16,178,0
CUST-102015,113,12,1
CUST-102016,76,59,1
CUST-102017,16,18,0
CUST-102018,110,155,0
CUST-102019,94,138,1
CUST-102020,111,51,0
CUST-102021,47,106,1
CUST-102022,65,100,1
CUST-102023,56,110,1
CUST-102024,82,154,1
CUST-102025,106,30,0
CUST-102026,71,178,1
CUST-102027,5,136,1
CUST-102028,92,79,0
CUST-102029,30,34,1
CUST-102030,28,62,1
CUST-102031,51,7,1
CUST-102032,34,127,1
CUST-102033,25,92,0
CUST-102034,48,16,1
CUST-102035,68,178,0
CUST-102036,76,36,1
CUST-102037,118,61,0
CUST-102038,15,73,0
CUST-102039,40,79,0
CUST-102040,28,26,0
CUST-102041,15,20,1
CUST-102042,46,168,1
CUST-102043,83,173,1
CUST-102044,86,6,1
CUST-102045,55,102,1
CUST-102046,82,11,1
CUST-102047,66,168,0
CUST-102048,23,81,1
CUST-102049,101,31,0
CUST-102050,48,159,1
CUST-102051,73,161,1
CUST-102052,114,168,0
CUST-102053,24,133,0
CUST-102054,29,108,1
CUST-102055,70,117,0
CUST-102056,106,51,1
CUST-102057,82,141,0
CUST-102058,80,111,1
CUST-102059,16,37,0
CUST-102060,96,155,1
CUST-102061,110,47,0
CUST-102062,47,167,0
CUST-102063,82,29,0
CUST-102064,40,58,1
CUST-102065,22,102,0
CUST-102066,8,80,1
CUST-102067,22,160,0
CUST-102068,117,172,1
CUST-102069,75,54,1
CUST-102070,103,35,0
CUST-102071,83,127,0
CUST-102072,91,110,1
CUST-102073,21,109,1
CUST-102074,49,172,0
CUST-102075,81,53,1
CUST-102076,65,172,1
CUST-102077,45,6,1
CUST-102078,91,12,0
CUST-102079,55,127,1
CUST-102080,25,98,1
CUST-102081,40,178,0
CUST-102082,78,47,1
CUST-102083,48,57,1
CUST-102084,14,41,0
CUST-102085,78,74,1
CUST-102086,96,67,1
CUST-102087,50,145,0
CUST-102088,28,147,1
CUST-102089,75,84,1
CUST-102090,66,149,1
CUST-102091,22,29,1
CUST-102092,80,105,1
CUST-102093,35,145,1
CUST-102094,3,36,1
CUST-102095,110,91,1
CUST-102096,55,20,0
CUST-102097,41,101,1
CUST-102098,37,46,0
CUST-102099,24,79,1
CUST-102100,84,115,1
CUST-102101,18,145,1
CUST-102102,56,73,0
CUST-102103,29,137,1
CUST-102104,23,114,1
CUST-102105,29,2,0
CUST-102106,1,58,0
CUST-102107,15,171,1
CUST-102108,78,156,1
CUST-102109,26,14,0
CUST-102110,3,55,1
CUST-102111,102,148,0
CUST-102112,47,14,1
CUST-102113,60,164,1
CUST-102114,46,163,0
CUST-102115,119,16,0
CUST-102116,68,72,1
CUST-102117,73,19,0
CUST-102118,65,10,0
CUST-102119,115,18,1
CUST-102120,76,38,1
CUST-102121,113,28,1
CUST-102122,71,116,0
CUST-102123,48,173,1
CUST-102124,25,51,1
CUST-102125,76,148,1
CUST-102126,48,129,1
CUST-102127,89,46,1
CUST-102128,23,115,1
CUST-102129,113,102,1
CUST-102130,92,40,0
CUST-102131,75,81,1
CUST-102132,103,39,1
CUST-102133,42,169,1
CUST-102134,92,27,0
CUST-102135,20,16,0
CUST-102136,116,28,1
CUST-102137,114,2,0
CUST-102138,49,79,1
CUST-102139,117,127,1
CUST-102140,49,163,1
CUST-102141,84,46,0
CUST-102142,39,176,0
CUST-102143,36,124,0
CUST-102144,12,166,0
