customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,renewal_days,nps_score
CUST-101308,Nova Networks,Education,Professional,261352,316,286,-39
CUST-101309,Pioneer Health,Technology,Enterprise,273606,436,108,28
CUST-101310,Nova Solutions,Logistics,Enterprise,53213,145,324,22
CUST-101311,Atlas Networks,Financial Services,Professional,177327,397,232,46
CUST-101312,Evergreen Technologies,Technology,Starter,160838,334,285,55
CUST-101313,Bright Systems,Healthcare,Professional,126454,208,109,-26
CUST-101314,Nova Technologies,Financial Services,Starter,231246,407,307,-5
CUST-101315,Evergreen Technologies,Manufacturing,Professional,271435,355,238,-4
CUST-101316,Vertex Technologies,Financial Services,Starter,291270,488,172,57
CUST-101317,Bright Technologies,Technology,Professional,111024,211,326,-37
CUST-101318,Bright Technologies,Healthcare,Professional,143040,321,86,32
CUST-101319,Apex Technologies,Education,Enterprise,113204,204,83,18
CUST-101320,Summit Networks,Manufacturing,Professional,45980,256,16,-14
CUST-101321,Bright Industries,Manufacturing,Starter,253909,365,257,42
CUST-101322,Vertex Financial,Technology,Enterprise,48617,461,4,55
CUST-101323,Atlas Industries,Technology,Starter,230675,458,134,73
CUST-101324,Pioneer Solutions,Financial Services,Professional,32922,239,187,11
CUST-101325,Nimbus Systems,Manufacturing,Professional,70606,234,87,6
CUST-101326,Summit Industries,Manufacturing,Professional,62921,482,169,42
CUST-101327,Summit Logistics,Financial Services,Professional,245136,400,170,60
CUST-101328,Apex Health,Manufacturing,Enterprise,163220,319,14,-12
CUST-101329,BluePeak Logistics,Logistics,Starter,171772,380,244,51
CUST-101330,Vertex Health,Education,Professional,213445,395,132,41
CUST-101331,Bright Solutions,Financial Services,Professional,278648,90,265,11
CUST-101332,Vertex Networks,Education,Professional,210169,344,249,42
CUST-101333,Pioneer Technologies,Healthcare,Enterprise,45949,104,176,-12
CUST-101334,Bright Systems,Logistics,Starter,198909,157,256,18
CUST-101335,Atlas Financial,Logistics,Starter,202610,445,341,-36
CUST-101336,Nimbus Logistics,Education,Enterprise,293924,274,41,62
CUST-101337,BluePeak Health,Logistics,Enterprise,140496,140,117,48
CUST-101338,BluePeak Logistics,Healthcare,Enterprise,111622,326,33,75
CUST-101339,Summit Financial,Manufacturing,Enterprise,262233,46,238,-28
CUST-101340,Nimbus Financial,Technology,Starter,243681,419,43,20
CUST-101341,Pioneer Logistics,Education,Starter,237315,321,58,52
CUST-101342,Bright Industries,Healthcare,Professional,225473,316,308,-6
CUST-101343,Pioneer Logistics,Logistics,Professional,150516,274,273,-9
CUST-101344,Pioneer Systems,Manufacturing,Professional,15416,335,164,74
CUST-101345,Nimbus Technologies,Logistics,Professional,61580,106,227,3
CUST-101346,Nimbus Financial,Manufacturing,Professional,275077,114,157,0
CUST-101347,BluePeak Financial,Education,Enterprise,93053,365,166,-20
CUST-101348,Vertex Health,Financial Services,Enterprise,260394,451,335,36
CUST-101349,BluePeak Industries,Financial Services,Professional,88014,492,157,2
CUST-101350,Nova Technologies,Technology,Starter,223854,172,29,12
CUST-101351,BluePeak Solutions,Logistics,Starter,121371,407,339,51
CUST-101352,Nova Technologies,Financial Services,Enterprise,116570,179,111,39
CUST-101353,Summit Health,Financial Services,Enterprise,263491,53,304,20
CUST-101354,Pioneer Financial,Financial Services,Enterprise,208617,367,31,-28
CUST-101355,Evergreen Industries,Financial Services,Starter,259380,290,69,72
CUST-101356,Vertex Health,Education,Professional,116854,437,288,-29
CUST-101357,Atlas Logistics,Logistics,Starter,85645,300,35,71
CUST-101358,Pioneer Financial,Manufacturing,Professional,257537,478,117,18
CUST-101359,Bright Solutions,Manufacturing,Starter,227366,145,219,10
CUST-101360,Atlas Networks,Healthcare,Enterprise,241222,482,17,24
CUST-101361,Bright Networks,Logistics,Starter,51611,159,290,-29
CUST-101362,Atlas Systems,Education,Professional,112080,423,38,58
CUST-101363,Vertex Networks,Healthcare,Starter,190158,246,233,27
CUST-101364,Bright Logistics,Healthcare,Enterprise,216444,220,10,-39
CUST-101365,Summit Networks,Education,Professional,117031,147,295,78
CUST-101366,Vertex Financial,Financial Services,Starter,64898,111,14,28
CUST-101367,Evergreen Systems,Financial Services,Professional,132640,291,337,-14
CUST-101368,Summit Financial,Financial Services,Starter,83991,153,226,-25
CUST-101369,Summit Technologies,Healthcare,Professional,241924,459,205,-15
CUST-101370,Vertex Systems,Manufacturing,Starter,75102,62,251,54
CUST-101371,Summit Systems,Education,Professional,262598,112,131,25
CUST-101372,Nova Technologies,Technology,Starter,197955,18,185,-1
CUST-101373,Nimbus Technologies,Technology,Starter,156030,132,332,74
CUST-101374,Bright Solutions,Manufacturing,Enterprise,93662,105,72,48
CUST-101375,Summit Logistics,Financial Services,Enterprise,229514,320,81,13
CUST-101376,Vertex Networks,Healthcare,Starter,27718,394,255,-14
CUST-101377,BluePeak Networks,Healthcare,Starter,185844,480,15,73
CUST-101378,Atlas Technologies,Education,Enterprise,287358,38,87,-20
CUST-101379,Nova Systems,Healthcare,Professional,255496,62,213,69
CUST-101380,Bright Solutions,Financial Services,Professional,258146,453,132,-24
CUST-101381,Nimbus Industries,Technology,Enterprise,114910,329,65,-12
CUST-101382,Nimbus Systems,Logistics,Professional,160006,352,315,-27
CUST-101383,BluePeak Networks,Logistics,Professional,284586,388,265,33
CUST-101384,Evergreen Health,Education,Enterprise,29943,231,198,40
CUST-101385,Vertex Solutions,Manufacturing,Starter,220018,22,166,-39
CUST-101386,Bright Technologies,Technology,Starter,249603,111,319,-7
CUST-101387,Atlas Networks,Financial Services,Starter,145842,350,175,63
CUST-101388,Nimbus Networks,Education,Professional,45091,354,188,14
CUST-101389,Summit Industries,Healthcare,Starter,167039,63,65,71
CUST-101390,Nimbus Health,Technology,Enterprise,114172,298,73,67
CUST-101391,Evergreen Health,Education,Enterprise,287274,390,25,62
CUST-101392,Atlas Health,Financial Services,Starter,64501,370,349,-19
CUST-101393,Vertex Technologies,Manufacturing,Professional,37644,446,206,-3
CUST-101394,Pioneer Industries,Financial Services,Starter,169282,472,1,-31
CUST-101395,Bright Systems,Healthcare,Professional,85559,121,74,21
CUST-101396,Vertex Technologies,Technology,Enterprise,113382,417,128,66
CUST-101397,Nova Systems,Logistics,Enterprise,91611,86,106,16
CUST-101398,Nimbus Logistics,Education,Starter,258996,20,119,44
CUST-101399,Nimbus Networks,Financial Services,Starter,212016,93,131,-26
CUST-101400,Pioneer Logistics,Manufacturing,Enterprise,66027,463,46,53
CUST-101401,Pioneer Technologies,Technology,Starter,67149,460,144,67
CUST-101402,Atlas Networks,Technology,Enterprise,143726,342,183,-30
CUST-101403,Pioneer Financial,Education,Professional,151331,314,54,59
CUST-101404,Atlas Technologies,Healthcare,Enterprise,68517,325,303,67
CUST-101405,Summit Networks,Education,Enterprise,233160,75,202,51
CUST-101406,Pioneer Solutions,Technology,Enterprise,238386,451,343,76
CUST-101407,Evergreen Systems,Financial Services,Professional,26876,27,234,68
CUST-101408,Summit Logistics,Technology,Starter,182137,195,235,49
CUST-101409,Atlas Networks,Logistics,Professional,194734,300,89,68
CUST-101410,Bright Financial,Financial Services,Professional,65109,195,47,41
CUST-101411,Vertex Technologies,Manufacturing,Professional,266510,342,180,3
CUST-101412,Evergreen Solutions,Healthcare,Starter,174805,101,260,49
CUST-101413,Bright Systems,Manufacturing,Starter,59470,218,365,36
CUST-101414,BluePeak Health,Logistics,Professional,291355,451,182,10
CUST-101415,BluePeak Systems,Financial Services,Starter,244016,447,21,-9
CUST-101416,Pioneer Financial,Logistics,Starter,140634,28,116,16
CUST-101417,BluePeak Financial,Healthcare,Enterprise,265374,21,225,13
CUST-101418,Vertex Technologies,Logistics,Enterprise,214953,226,134,50
CUST-101419,Evergreen Financial,Financial Services,Enterprise,199209,204,40,48
CUST-101420,Atlas Health,Healthcare,Enterprise,261423,422,275,0
CUST-101421,Evergreen Financial,Technology,Professional,39892,383,236,39
CUST-101422,Vertex Solutions,Education,Professional,42170,48,178,21
CUST-101423,Evergreen Systems,Logistics,Professional,144126,364,15,51
CUST-101424,Summit Industries,Financial Services,Enterprise,171730,217,170,-11
CUST-101425,Atlas Networks,Healthcare,Enterprise,39772,88,365,56
CUST-101426,Nimbus Technologies,Logistics,Starter,114036,329,128,36
CUST-101427,Pioneer Systems,Financial Services,Starter,61367,30,207,33
CUST-101428,Pioneer Health,Financial Services,Starter,62259,210,160,5
CUST-101429,Nimbus Health,Financial Services,Professional,117175,270,117,4
CUST-101430,Nimbus Logistics,Healthcare,Enterprise,43929,246,286,-33
CUST-101431,Atlas Solutions,Healthcare,Professional,213721,15,157,-37
CUST-101432,Nimbus Health,Manufacturing,Enterprise,273200,454,94,28
CUST-101433,Evergreen Health,Technology,Enterprise,105056,322,260,-21
CUST-101434,Apex Systems,Financial Services,Professional,68505,333,179,47
CUST-101435,Nimbus Industries,Manufacturing,Enterprise,93397,475,314,77
CUST-101436,Pioneer Systems,Logistics,Enterprise,46321,416,174,-9
CUST-101437,Nova Solutions,Financial Services,Starter,263880,111,338,50
CUST-101438,Atlas Systems,Logistics,Enterprise,180062,449,270,32
CUST-101439,Atlas Financial,Financial Services,Professional,83028,402,230,57
CUST-101440,Nova Technologies,Healthcare,Professional,24495,221,252,-27
CUST-101441,Pioneer Logistics,Logistics,Enterprise,40896,171,271,66
CUST-101442,Bright Health,Logistics,Professional,37142,471,274,-37
CUST-101443,Atlas Solutions,Logistics,Professional,278534,195,269,68
CUST-101444,Summit Systems,Technology,Starter,128164,481,365,0
CUST-101445,Bright Solutions,Healthcare,Professional,120018,120,353,-26
CUST-101446,Evergreen Health,Technology,Starter,206921,352,206,-35
CUST-101447,BluePeak Technologies,Logistics,Enterprise,174392,333,105,80
CUST-101448,Apex Technologies,Technology,Professional,157797,368,98,64
CUST-101449,Nova Solutions,Logistics,Professional,79574,335,340,48
CUST-101450,Vertex Industries,Healthcare,Starter,293511,74,168,-19
CUST-101451,Atlas Logistics,Financial Services,Enterprise,149100,160,56,57
CUST-101452,Pioneer Financial,Manufacturing,Enterprise,30714,299,241,21
CUST-101453,Nova Health,Healthcare,Enterprise,47337,441,124,15
CUST-101454,Bright Solutions,Logistics,Enterprise,111074,241,108,52
CUST-101455,Vertex Networks,Financial Services,Starter,195562,500,237,-15
CUST-101456,Vertex Logistics,Education,Starter,130088,209,95,40
CUST-101457,Pioneer Systems,Manufacturing,Enterprise,289115,27,148,31
CUST-101458,Nimbus Systems,Technology,Enterprise,292113,44,9,39
CUST-101459,Vertex Systems,Logistics,Starter,15094,34,196,-40
CUST-101460,Summit Solutions,Education,Enterprise,50757,453,11,43
CUST-101461,Bright Technologies,Technology,Enterprise,136607,159,350,22
CUST-101462,Vertex Industries,Education,Professional,129356,260,74,-4
CUST-101463,Vertex Networks,Logistics,Starter,238354,146,154,-22
CUST-101464,Vertex Networks,Manufacturing,Professional,232798,220,214,18
CUST-101465,Evergreen Networks,Financial Services,Enterprise,221129,252,69,52
CUST-101466,Summit Financial,Logistics,Enterprise,202534,379,238,30
CUST-101467,BluePeak Financial,Technology,Starter,258537,344,56,29
CUST-101468,Summit Financial,Financial Services,Enterprise,94166,41,338,9
CUST-101469,Pioneer Solutions,Logistics,Starter,214359,497,291,45
CUST-101470,Nova Financial,Manufacturing,Professional,177932,343,240,-9
CUST-101471,Bright Solutions,Logistics,Starter,46266,176,44,-38
CUST-101472,Nimbus Networks,Financial Services,Starter,90959,451,110,-1
CUST-101473,Pioneer Industries,Financial Services,Enterprise,103864,313,149,-2
CUST-101474,Vertex Health,Technology,Starter,291081,476,317,12
CUST-101475,BluePeak Financial,Healthcare,Enterprise,88884,373,228,-28
CUST-101476,Nova Industries,Manufacturing,Starter,201993,257,226,34
CUST-101477,Bright Networks,Financial Services,Starter,205969,266,36,-18
CUST-101478,Vertex Systems,Logistics,Starter,180138,484,150,51
CUST-101479,Pioneer Solutions,Education,Enterprise,231015,323,87,6
CUST-101480,Apex Industries,Financial Services,Starter,39268,281,333,-10
CUST-101481,Evergreen Solutions,Financial Services,Enterprise,252169,236,338,-30
CUST-101482,Bright Solutions,Logistics,Enterprise,22072,461,155,8
CUST-101483,Apex Logistics,Logistics,Professional,187969,213,188,62
CUST-101484,Evergreen Health,Financial Services,Enterprise,149147,377,283,-16
CUST-101485,Pioneer Systems,Logistics,Professional,278753,482,59,-38
CUST-101486,Vertex Networks,Healthcare,Starter,136227,53,45,70
CUST-101487,Bright Systems,Manufacturing,Enterprise,253572,460,324,71
CUST-101488,Nimbus Solutions,Logistics,Starter,116606,328,42,-17
CUST-101489,Summit Financial,Healthcare,Enterprise,53634,236,199,1
CUST-101490,Summit Industries,Education,Enterprise,109551,433,241,-4
CUST-101491,Vertex Solutions,Healthcare,Starter,115662,241,135,-22
CUST-101492,Nimbus Systems,Manufacturing,Starter,180509,373,117,-20
CUST-101493,Nova Logistics,Manufacturing,Professional,143569,322,177,54
CUST-101494,Vertex Systems,Healthcare,Starter,270957,159,177,75
CUST-101495,Pioneer Solutions,Logistics,Enterprise,58258,55,164,35
CUST-101496,BluePeak Networks,Technology,Professional,263893,306,190,23
CUST-101497,Summit Financial,Education,Starter,34386,294,354,5
CUST-101498,Nova Industries,Technology,Professional,92050,487,73,54
CUST-101499,Vertex Networks,Technology,Enterprise,90320,462,205,6
CUST-101500,Bright Health,Manufacturing,Starter,20592,92,201,20
CUST-101501,Pioneer Technologies,Manufacturing,Professional,157578,26,117,-16
CUST-101502,Vertex Industries,Logistics,Starter,197267,237,55,-32
CUST-101503,BluePeak Health,Manufacturing,Enterprise,271119,326,111,13
CUST-101504,BluePeak Technologies,Education,Starter,79857,188,272,-4
CUST-101505,Bright Industries,Healthcare,Starter,246397,204,190,13
CUST-101506,Evergreen Industries,Financial Services,Enterprise,190654,480,296,61
CUST-101507,Bright Financial,Logistics,Enterprise,136265,179,128,22
CUST-101508,Nimbus Technologies,Manufacturing,Enterprise,180639,276,42,27
CUST-101509,Pioneer Technologies,Manufacturing,Professional,87016,49,187,68
CUST-101510,Apex Networks,Financial Services,Enterprise,264996,129,288,-22
CUST-101511,Bright Financial,Logistics,Starter,75104,175,152,53
CUST-101512,Nova Technologies,Logistics,Starter,168330,142,134,-14
CUST-101513,Nova Systems,Financial Services,Professional,89392,348,229,40
CUST-101514,Evergreen Systems,Financial Services,Professional,156676,403,102,50
CUST-101515,Vertex Networks,Healthcare,Starter,39485,315,168,30
CUST-101516,Nova Solutions,Logistics,Professional,181808,440,203,-18
CUST-101517,Bright Solutions,Education,Starter,81136,180,255,-32
CUST-101518,Atlas Health,Logistics,Starter,60160,67,185,5
CUST-101519,Nimbus Industries,Technology,Enterprise,44584,399,269,13
CUST-101520,Nimbus Financial,Technology,Starter,72423,295,134,-11
CUST-101521,Summit Industries,Healthcare,Starter,126819,41,120,-21
CUST-101522,Nova Technologies,Healthcare,Enterprise,163854,180,253,-37
CUST-101523,Nimbus Solutions,Manufacturing,Enterprise,30877,296,107,-11
CUST-101524,Nimbus Networks,Education,Starter,220237,374,109,-21
CUST-101525,Atlas Networks,Education,Professional,95814,151,104,56
CUST-101526,BluePeak Technologies,Healthcare,Enterprise,161622,182,232,-37
CUST-101527,Vertex Systems,Healthcare,Professional,67957,119,106,-15
CUST-101528,Bright Logistics,Financial Services,Professional,40504,468,332,40
CUST-101529,Apex Logistics,Healthcare,Starter,106853,276,171,-14
CUST-101530,Nova Health,Technology,Professional,161601,249,342,69
CUST-101531,Apex Solutions,Education,Starter,17878,467,141,79
CUST-101532,Bright Health,Healthcare,Starter,204964,388,111,42
CUST-101533,Nova Solutions,Financial Services,Starter,74954,158,155,-22
CUST-101534,Apex Industries,Manufacturing,Starter,71027,485,45,52
CUST-101535,Apex Industries,Healthcare,Enterprise,92370,153,111,-32
CUST-101536,Pioneer Technologies,Technology,Professional,103762,34,7,33
CUST-101537,BluePeak Logistics,Logistics,Professional,118272,409,137,-37
CUST-101538,Pioneer Solutions,Logistics,Starter,240245,368,287,49
CUST-101539,Evergreen Systems,Education,Professional,251210,161,242,29
CUST-101540,Atlas Health,Financial Services,Enterprise,193816,386,209,-18
CUST-101541,BluePeak Health,Logistics,Professional,296304,192,209,6
CUST-101542,Vertex Networks,Financial Services,Enterprise,256609,468,231,56
CUST-101543,Apex Networks,Education,Enterprise,88048,470,307,3
CUST-101544,Summit Technologies,Healthcare,Professional,70657,432,257,29
CUST-101545,Atlas Health,Logistics,Starter,187583,145,251,-26
CUST-101546,Nova Financial,Education,Professional,225908,282,353,56
CUST-101547,Summit Solutions,Education,Starter,271628,94,74,77
CUST-101548,Nova Logistics,Manufacturing,Enterprise,62639,401,98,-37
CUST-101549,Vertex Systems,Healthcare,Professional,249292,121,61,14
CUST-101550,Bright Logistics,Financial Services,Professional,208563,20,107,-2
CUST-101551,Bright Solutions,Logistics,Professional,28524,340,256,0
CUST-101552,Nova Systems,Technology,Enterprise,196053,455,351,22
CUST-101553,Nimbus Industries,Financial Services,Enterprise,60260,403,43,-9
CUST-101554,Nova Networks,Manufacturing,Enterprise,258037,247,18,1
CUST-101555,Bright Technologies,Healthcare,Starter,79310,125,304,70
CUST-101556,Atlas Health,Technology,Professional,215517,50,275,43
CUST-101557,Atlas Industries,Manufacturing,Professional,165820,372,84,-35
CUST-101558,Vertex Systems,Manufacturing,Professional,266933,71,128,-40
CUST-101559,Nova Solutions,Financial Services,Starter,129137,410,175,70
CUST-101560,Pioneer Systems,Healthcare,Starter,84983,380,68,54
CUST-101561,Pioneer Networks,Logistics,Professional,22767,239,363,27
CUST-101562,Pioneer Solutions,Financial Services,Professional,233383,229,35,-32
CUST-101563,Nova Financial,Manufacturing,Starter,24640,258,83,-29
CUST-101564,Atlas Networks,Education,Professional,262546,243,35,61
CUST-101565,Atlas Solutions,Manufacturing,Starter,89273,74,154,-23
CUST-101566,Apex Solutions,Healthcare,Enterprise,151401,205,300,27
CUST-101567,Summit Industries,Manufacturing,Starter,260910,486,245,21
CUST-101568,Atlas Systems,Manufacturing,Enterprise,78561,298,262,-22
CUST-101569,Nimbus Health,Manufacturing,Enterprise,228797,277,321,6
CUST-101570,Nova Solutions,Financial Services,Professional,26504,45,99,45
CUST-101571,Bright Financial,Logistics,Starter,263325,245,315,61
CUST-101572,Bright Logistics,Technology,Starter,238881,138,308,-37
CUST-101573,Vertex Solutions,Financial Services,Professional,218185,375,144,19
CUST-101574,Atlas Networks,Financial Services,Professional,280141,443,250,9
CUST-101575,Evergreen Systems,Logistics,Professional,191521,255,273,26
CUST-101576,BluePeak Logistics,Financial Services,Enterprise,281231,337,117,0
CUST-101577,Summit Networks,Financial Services,Starter,187635,304,266,46
CUST-101578,Summit Health,Logistics,Professional,111596,357,352,47
CUST-101579,Pioneer Health,Healthcare,Enterprise,164809,119,327,-9
CUST-101580,Pioneer Networks,Manufacturing,Professional,265935,108,139,79
CUST-101581,BluePeak Systems,Financial Services,Starter,209426,89,282,10
CUST-101582,Pioneer Industries,Education,Enterprise,157275,490,262,32
CUST-101583,Pioneer Systems,Technology,Professional,214839,233,161,-25
CUST-101584,Apex Solutions,Healthcare,Professional,68340,404,281,28
CUST-101585,Apex Solutions,Healthcare,Starter,189002,119,320,52
CUST-101586,Summit Logistics,Education,Professional,135921,133,78,-38
CUST-101587,Nova Financial,Education,Enterprise,21143,102,83,-29
CUST-101588,Pioneer Systems,Healthcare,Starter,225071,429,114,-10
CUST-101589,Summit Logistics,Healthcare,Starter,137184,484,344,-1
CUST-101590,Summit Financial,Healthcare,Starter,226189,243,365,16
CUST-101591,Atlas Logistics,Manufacturing,Enterprise,269697,26,224,61
CUST-101592,Pioneer Technologies,Technology,Enterprise,119725,25,191,-22
CUST-101593,Nova Financial,Manufacturing,Professional,197212,101,208,-5
CUST-101594,Bright Industries,Healthcare,Enterprise,139964,209,331,49
CUST-101595,Evergreen Networks,Technology,Starter,269403,307,224,52
CUST-101596,BluePeak Networks,Manufacturing,Professional,204201,238,134,21
CUST-101597,Apex Technologies,Financial Services,Starter,131841,448,47,50
CUST-101598,Nimbus Logistics,Technology,Starter,165696,143,73,69
CUST-101599,BluePeak Health,Education,Starter,133538,224,48,39
CUST-101600,Atlas Industries,Technology,Starter,135860,162,9,63
CUST-101601,Nimbus Logistics,Manufacturing,Enterprise,77083,49,237,30
CUST-101602,Vertex Financial,Healthcare,Professional,102069,288,140,25
CUST-101603,Vertex Health,Healthcare,Professional,93741,216,68,-10
CUST-101604,Summit Industries,Manufacturing,Enterprise,69606,251,128,-20
CUST-101605,Vertex Solutions,Financial Services,Professional,289292,208,251,46
CUST-101606,Atlas Industries,Logistics,Enterprise,197564,470,311,33
CUST-101607,Nova Health,Education,Professional,78186,283,19,-14
CUST-101608,Bright Technologies,Technology,Professional,169033,74,192,-37
CUST-101609,Nova Health,Technology,Enterprise,85319,125,333,61
CUST-101610,Summit Industries,Financial Services,Professional,221316,23,239,51
CUST-101611,Nova Solutions,Manufacturing,Starter,65102,81,152,7
CUST-101612,Nova Systems,Education,Professional,198003,469,263,30
CUST-101613,Evergreen Financial,Financial Services,Enterprise,99003,195,6,-28
CUST-101614,Apex Financial,Logistics,Enterprise,206650,45,13,17
CUST-101615,Bright Networks,Financial Services,Professional,38694,192,265,34
CUST-101616,Atlas Solutions,Logistics,Enterprise,277262,236,35,-21
CUST-101617,Pioneer Logistics,Manufacturing,Starter,114935,353,48,38
CUST-101618,Apex Logistics,Healthcare,Starter,113970,36,215,32
CUST-101619,Bright Logistics,Manufacturing,Starter,46722,295,84,69
CUST-101620,Pioneer Health,Logistics,Professional,71893,127,41,45
CUST-101621,Pioneer Logistics,Education,Enterprise,299270,450,170,40
CUST-101622,Bright Logistics,Education,Starter,130593,356,12,15
CUST-101623,Nova Solutions,Education,Professional,147078,270,55,65
CUST-101624,Summit Industries,Manufacturing,Starter,296273,465,259,6
CUST-101625,Evergreen Logistics,Healthcare,Starter,97168,305,320,21
CUST-101626,Evergreen Solutions,Technology,Professional,238580,411,79,13
CUST-101627,BluePeak Financial,Technology,Professional,219798,75,302,-13
CUST-101628,Bright Health,Financial Services,Starter,183517,139,304,8
CUST-101629,Apex Health,Education,Professional,270289,57,48,79
CUST-101630,Apex Industries,Manufacturing,Starter,81983,41,150,67
CUST-101631,Bright Systems,Healthcare,Starter,174407,356,170,-28
CUST-101632,Apex Financial,Manufacturing,Professional,269089,329,56,-6
CUST-101633,Bright Logistics,Manufacturing,Starter,254397,440,311,69
CUST-101634,Bright Financial,Logistics,Professional,28794,269,202,69
CUST-101635,Pioneer Networks,Education,Professional,165958,429,335,50
CUST-101636,BluePeak Networks,Manufacturing,Starter,253847,421,77,50
CUST-101637,Nimbus Health,Healthcare,Professional,78117,315,77,52
CUST-101638,Summit Industries,Technology,Professional,76287,311,330,45
CUST-101639,Summit Industries,Logistics,Starter,202950,494,81,10
CUST-101640,BluePeak Technologies,Manufacturing,Professional,255009,31,338,10
CUST-101641,Evergreen Technologies,Logistics,Professional,108449,83,4,71
CUST-101642,Pioneer Networks,Manufacturing,Starter,85579,62,123,25
CUST-101643,Vertex Technologies,Healthcare,Starter,201125,384,365,3
CUST-101644,Nimbus Industries,Education,Starter,122657,16,76,2
CUST-101645,Nova Financial,Technology,Enterprise,32670,286,233,52
CUST-101646,BluePeak Networks,Healthcare,Professional,44924,37,243,66
CUST-101647,Evergreen Financial,Technology,Professional,169434,487,334,69
CUST-101648,BluePeak Solutions,Education,Starter,33256,217,114,65
CUST-101649,Apex Systems,Financial Services,Enterprise,298547,235,214,-38
CUST-101650,Bright Solutions,Technology,Enterprise,123890,408,274,44
CUST-101651,Nova Networks,Manufacturing,Enterprise,116992,488,8,47
CUST-101652,Pioneer Solutions,Healthcare,Starter,147367,499,87,44
CUST-101653,Nova Financial,Logistics,Starter,201493,97,50,57
CUST-101654,Vertex Systems,Healthcare,Starter,46593,54,139,-18
CUST-101655,Atlas Industries,Education,Starter,264309,77,343,38
CUST-101656,Nimbus Networks,Manufacturing,Professional,111247,418,280,80
CUST-101657,Vertex Health,Financial Services,Starter,285723,47,354,28
CUST-101658,Evergreen Technologies,Technology,Starter,280655,30,207,-13
CUST-101659,Bright Systems,Logistics,Starter,271194,411,286,58
CUST-101660,Apex Solutions,Technology,Starter,13951,116,293,5
CUST-101661,Apex Networks,Technology,Starter,82296,227,50,36
CUST-101662,Pioneer Networks,Healthcare,Enterprise,29028,257,327,0
CUST-101663,Apex Systems,Healthcare,Professional,83785,165,357,-7
CUST-101664,Nova Systems,Education,Professional,51380,189,256,-1
CUST-101665,BluePeak Networks,Manufacturing,Enterprise,60798,28,71,79
CUST-101666,Nimbus Systems,Financial Services,Professional,178887,200,64,-17
CUST-101667,Apex Logistics,Financial Services,Enterprise,295800,133,41,63
CUST-101668,Atlas Logistics,Healthcare,Professional,33358,479,160,77
CUST-101669,Apex Health,Healthcare,Starter,14102,152,55,74
CUST-101670,Atlas Systems,Financial Services,Starter,141801,222,42,2
CUST-101671,Apex Industries,Manufacturing,Enterprise,78407,337,87,54
CUST-101672,Apex Logistics,Education,Enterprise,110330,223,253,30
CUST-101673,Nova Financial,Education,Professional,192495,328,70,11
CUST-101674,Summit Systems,Logistics,Professional,145693,152,332,37
CUST-101675,Summit Logistics,Logistics,Starter,108656,317,329,34
CUST-101676,Apex Financial,Manufacturing,Enterprise,36413,379,37,47
CUST-101677,Bright Solutions,Logistics,Starter,70077,72,357,-39
CUST-101678,Vertex Health,Logistics,Enterprise,76615,243,189,1
CUST-101679,Summit Health,Manufacturing,Professional,197167,242,97,71
CUST-101680,Pioneer Logistics,Technology,Starter,144178,265,2,15
CUST-101681,Pioneer Logistics,Manufacturing,Professional,69890,398,148,-22
CUST-101682,Apex Industries,Education,Starter,250251,408,179,-2
CUST-101683,BluePeak Industries,Technology,Professional,96126,367,246,-12
CUST-101684,Summit Industries,Technology,Starter,279228,414,329,79
CUST-101685,BluePeak Systems,Financial Services,Enterprise,282784,282,159,55
CUST-101686,BluePeak Logistics,Manufacturing,Enterprise,289830,138,94,40
CUST-101687,Evergreen Technologies,Education,Professional,12765,25,247,-16
CUST-101688,BluePeak Financial,Logistics,Professional,199111,143,50,8
CUST-101689,Apex Networks,Financial Services,Professional,138441,181,273,2
CUST-101690,Nimbus Systems,Education,Starter,133270,368,211,70
CUST-101691,Nimbus Systems,Logistics,Enterprise,243358,288,70,-12
CUST-101692,Apex Logistics,Healthcare,Enterprise,226506,64,62,-5
CUST-101693,Evergreen Financial,Education,Starter,61026,62,129,61
CUST-101694,Pioneer Logistics,Education,Starter,15332,37,251,64
CUST-101695,Nimbus Financial,Education,Professional,12048,66,219,49
CUST-101696,Vertex Solutions,Logistics,Starter,23199,299,342,-5
CUST-101697,Apex Health,Manufacturing,Starter,115622,392,68,-3
CUST-101698,Bright Health,Healthcare,Starter,119040,130,188,40
CUST-101699,Nimbus Health,Technology,Professional,15996,93,88,7
CUST-101700,Nimbus Health,Manufacturing,Starter,92603,70,213,-27
CUST-101701,Atlas Networks,Technology,Starter,291365,151,339,32
CUST-101702,Pioneer Logistics,Financial Services,Professional,124274,327,11,-15
CUST-101703,Nimbus Systems,Logistics,Starter,40202,489,118,54
CUST-101704,Bright Health,Healthcare,Enterprise,106263,217,276,72
CUST-101705,Apex Systems,Manufacturing,Enterprise,55813,479,174,27
CUST-101706,Atlas Health,Manufacturing,Starter,236248,185,252,68
CUST-101707,Nimbus Health,Education,Professional,49452,372,217,52
CUST-101708,Vertex Logistics,Financial Services,Starter,29357,250,6,59
CUST-101709,Apex Systems,Financial Services,Starter,54500,456,43,48
CUST-101710,Atlas Networks,Healthcare,Enterprise,25548,416,77,5
CUST-101711,Atlas Logistics,Financial Services,Professional,95505,421,44,29
CUST-101712,Pioneer Systems,Manufacturing,Starter,163507,162,257,39
