customer_id,active_user_pct,login_days_30d,feature_adoption_pct,usage_trend_pct
CUST-100647,100.0,29,62.3,11.9
CUST-100648,59.8,4,93.4,-25.0
CUST-100649,65.9,26,87.1,-16.9
CUST-100650,56.8,26,67.7,-1.1
CUST-100651,65.2,10,71.2,0.9
CUST-100652,96.3,29,53.6,-14.5
CUST-100653,84.3,0,64.9,21.0
CUST-100654,24.8,13,100.0,9.6
CUST-100655,87.7,0,88.9,2.4
CUST-100656,47.4,14,52.4,-46.3
CUST-100657,74.6,5,56.5,55.4
CUST-100658,87.6,25,31.0,-5.7
CUST-100659,58.6,2,58.9,8.0
CUST-100660,64.4,3,79.0,3.6
CUST-100661,53.8,15,30.9,-0.1
CUST-100662,93.8,23,53.4,-7.8
CUST-100663,63.1,3,42.6,4.8
CUST-100664,86.9,28,71.5,-22.9
CUST-100665,100.0,0,74.7,10.6
CUST-100666,48.8,0,64.8,19.7
CUST-100667,68.7,25,72.1,7.0
CUST-100668,46.9,11,96.2,39.7
CUST-100669,76.3,18,95.6,14.2
CUST-100670,71.1,0,79.1,-5.7
CUST-100671,55.1,17,92.6,-5.3
CUST-100672,79.9,12,18.6,-9.2
CUST-100673,74.6,24,74.2,33.4
CUST-100674,100.0,11,81.8,-12.0
CUST-100675,77.6,16,100.0,-29.4
CUST-100676,39.7,25,60.7,13.2
CUST-100677,73.0,3,74.3,-10.0
CUST-100678,71.0,9,51.8,-3.3
CUST-100679,95.2,2,68.3,-22.3
CUST-100680,84.9,21,100.0,39.3
CUST-100681,68.9,11,50.1,14.9
CUST-100682,79.7,9,86.3,-4.0
CUST-100683,74.3,11,24.3,16.9
CUST-100684,85.4,17,63.5,0.6
CUST-100685,50.8,17,63.2,11.0
CUST-100686,40.8,3,72.9,1.6
CUST-100687,39.2,7,52.5,-25.1
CUST-100688,88.0,0,43.3,-13.8
CUST-100689,52.7,16,69.8,-8.7
CUST-100690,83.6,11,67.7,-22.2
CUST-100691,66.1,14,47.4,-11.7
CUST-100692,82.6,9,82.7,-6.1
CUST-100693,59.5,8,53.5,-10.3
CUST-100694,64.4,15,91.3,3.4
CUST-100695,86.4,9,42.1,-1.8
CUST-100696,56.4,24,67.8,2.5
CUST-100697,100.0,15,82.3,-15.9
CUST-100698,54.1,14,55.8,-20.7
CUST-100699,69.8,30,68.3,3.9
CUST-100700,65.4,24,72.7,-16.5
CUST-100701,67.9,18,99.7,-16.0
CUST-100702,74.7,29,85.0,42.9
CUST-100703,85.0,17,69.3,13.7
CUST-100704,56.8,22,82.1,0.6
CUST-100705,100.0,26,44.4,-7.7
CUST-100706,77.5,13,100.0,-25.2
CUST-100707,85.5,21,82.4,17.5
CUST-100708,64.8,24,85.9,-9.8
CUST-100709,64.6,27,51.7,-29.3
CUST-100710,65.5,18,48.9,-10.9
CUST-100711,78.5,6,89.3,6.5
CUST-100712,45.5,11,40.2,-14.0
CUST-100713,86.8,16,94.9,20.2
CUST-100714,65.1,9,26.9,36.2
CUST-100715,87.4,27,80.2,-4.6
CUST-100716,58.3,21,46.5,-4.9
CUST-100717,68.8,11,98.2,-17.7
CUST-100718,75.2,22,46.8,-1.3
CUST-100719,80.6,8,29.6,-9.7
CUST-100720,76.6,23,94.3,-13.9
CUST-100721,65.8,19,85.0,-19.0
CUST-100722,67.1,15,19.6,-36.0
CUST-100723,65.7,10,24.9,-11.3
CUST-100724,68.6,15,35.1,24.5
CUST-100725,52.3,21,66.5,7.8
CUST-100726,83.9,18,44.4,12.4
CUST-100727,64.8,11,45.3,-19.4
CUST-100728,48.0,11,20.1,-12.6
CUST-100729,46.6,10,85.7,4.3
CUST-100730,37.9,22,74.9,-21.4
CUST-100731,88.4,22,59.0,-24.0
CUST-100732,65.1,6,24.5,-10.3
CUST-100733,68.9,12,15.1,-26.2
CUST-100734,84.4,25,54.5,-1.0
CUST-100735,56.7,21,56.1,13.6
CUST-100736,100.0,17,93.1,-1.8
CUST-100737,53.3,20,63.5,-0.7
CUST-100738,77.3,7,73.5,-5.9
CUST-100739,68.9,26,100.0,-3.3
CUST-100740,81.5,0,65.4,-24.7
CUST-100741,65.2,8,100.0,7.8
CUST-100742,32.5,27,100.0,12.7
CUST-100743,85.2,26,69.4,5.3
CUST-100744,67.9,28,64.9,2.4
CUST-100745,79.9,13,58.8,-12.3
CUST-100746,60.0,15,50.8,-11.2
CUST-100747,68.0,25,53.8,6.0
CUST-100748,79.9,30,47.8,11.7
CUST-100749,100.0,17,78.3,-8.9
CUST-100750,70.9,6,36.1,1.4
CUST-100751,72.6,23,83.2,19.6
CUST-100752,71.9,13,56.3,-6.2
CUST-100753,47.7,25,68.3,34.2
CUST-100754,100.0,7,62.9,-27.4
CUST-100755,76.0,5,79.0,-6.1
CUST-100756,46.0,28,83.1,8.8
CUST-100757,88.2,27,68.8,11.9
CUST-100758,67.9,3,89.3,-14.0
CUST-100759,100.0,26,58.0,-0.9
CUST-100760,58.7,26,87.0,2.7
CUST-100761,65.9,19,73.1,14.2
CUST-100762,61.1,12,100.0,26.1
CUST-100763,56.2,29,50.3,18.2
CUST-100764,72.1,9,35.5,-8.8
CUST-100765,72.7,15,15.5,21.2
CUST-100766,78.5,3,57.0,-17.1
CUST-100767,61.8,24,35.1,22.6
CUST-100768,50.7,29,68.7,21.2
CUST-100769,70.1,8,81.5,-0.5
CUST-100770,65.8,15,22.1,17.5
CUST-100771,87.4,26,76.8,7.1
CUST-100772,64.2,13,100.0,-13.8
CUST-100773,63.9,3,41.3,-39.7
CUST-100774,65.2,15,83.8,3.8
CUST-100775,49.6,23,79.5,55.6
CUST-100776,49.6,12,67.4,-40.9
CUST-100777,82.3,24,60.7,-9.3
CUST-100778,54.3,4,37.1,1.9
CUST-100779,100.0,18,64.4,12.6
CUST-100780,32.7,2,74.0,15.3
CUST-100781,66.1,14,30.6,33.3
CUST-100782,49.4,9,71.7,6.8
CUST-100783,100.0,21,62.9,19.9
CUST-100784,28.2,5,83.1,-14.7
CUST-100785,51.9,14,94.3,-10.7
CUST-100786,67.7,19,65.4,-19.9
CUST-100787,41.1,20,41.5,11.9
CUST-100788,42.8,30,60.3,-1.1
CUST-100789,56.0,26,81.8,-16.3
CUST-100790,91.5,13,40.3,-22.3
CUST-100791,60.2,5,52.7,-11.8
CUST-100792,47.5,18,95.0,8.8
CUST-100793,42.3,15,58.2,17.7
CUST-100794,31.2,1,60.3,-4.1
CUST-100795,43.7,15,91.8,0.7
CUST-100796,69.3,14,91.3,-16.1
CUST-100797,73.8,30,78.3,-2.1
CUST-100798,83.6,2,43.8,22.5
CUST-100799,83.6,15,69.8,-31.5
CUST-100800,93.3,5,76.9,-17.4
CUST-100801,100.0,7,74.1,-15.1
CUST-100802,72.0,16,34.0,8.9
CUST-100803,74.5,25,68.6,-12.9
CUST-100804,47.9,23,63.2,58.3
CUST-100805,70.0,27,59.7,-21.0
CUST-100806,100.0,2,81.7,4.3
CUST-100807,100.0,13,76.6,28.6
CUST-100808,81.0,25,84.6,16.9
CUST-100809,53.5,1,80.3,-27.0
CUST-100810,68.1,12,86.4,-5.8
CUST-100811,80.6,4,49.1,39.2
CUST-100812,66.3,9,70.6,19.3
CUST-100813,36.6,16,55.1,-29.4
CUST-100814,60.9,23,45.5,-12.9
CUST-100815,86.9,18,89.3,-5.0
CUST-100816,72.0,26,100.0,-24.2
CUST-100817,73.3,26,90.6,47.6
CUST-100818,72.9,28,83.9,-6.6
CUST-100819,51.7,16,43.9,-6.1
CUST-100820,85.3,5,96.2,-8.0
CUST-100821,76.1,6,100.0,-23.3
CUST-100822,69.6,11,85.0,0.6
CUST-100823,69.1,15,48.8,1.3
CUST-100824,84.7,26,73.0,11.2
CUST-100825,81.2,9,52.0,-6.2
CUST-100826,54.8,20,78.0,-13.7
CUST-100827,80.3,28,40.9,-3.7
CUST-100828,77.4,18,56.0,33.6
CUST-100829,72.5,1,68.5,-51.0
CUST-100830,71.7,8,83.0,10.6
CUST-100831,45.4,1,73.7,34.1
CUST-100832,58.1,2,48.8,13.0
CUST-100833,45.3,21,59.7,-30.2
CUST-100834,65.5,13,100.0,12.8
CUST-100835,47.8,24,59.3,40.3
CUST-100836,70.9,0,51.5,7.5
CUST-100837,91.5,17,44.3,-12.1
CUST-100838,66.6,30,60.1,-9.9
CUST-100839,100.0,14,100.0,-20.9
CUST-100840,100.0,26,27.0,-9.1
CUST-100841,72.2,9,41.7,-4.8
CUST-100842,59.0,21,48.7,-8.2
CUST-100843,58.4,14,75.9,-3.9
CUST-100844,61.1,5,79.0,9.7
CUST-100845,100.0,28,74.6,-7.0
CUST-100846,78.2,26,46.3,4.8
CUST-100847,100.0,0,75.9,-5.0
CUST-100848,70.3,1,44.2,-7.3
CUST-100849,53.3,17,77.3,0.7
CUST-100850,61.3,18,54.4,-18.7
CUST-100851,50.6,13,82.9,-16.7
CUST-100852,68.0,14,36.3,17.3
CUST-100853,95.4,0,52.8,15.5
CUST-100854,49.7,7,81.4,19.8
CUST-100855,79.3,25,78.1,-25.7
CUST-100856,62.3,25,92.7,-23.1
CUST-100857,84.4,1,58.2,2.5
CUST-100858,77.4,13,55.3,17.5
CUST-100859,100.0,13,45.2,-24.4
CUST-100860,61.2,30,24.8,-31.2
CUST-100861,39.5,2,94.0,-35.6
CUST-100862,92.1,5,96.0,-3.1
CUST-100863,100.0,11,36.4,-9.3
CUST-100864,87.2,16,84.6,-35.0
CUST-100865,74.1,29,39.7,15.8
CUST-100866,65.4,30,79.1,9.4
CUST-100867,72.8,29,79.7,-11.7
CUST-100868,67.8,24,80.1,4.1
CUST-100869,57.3,0,100.0,24.4
CUST-100870,30.1,6,60.1,-8.8
CUST-100871,37.8,0,65.2,-24.9
CUST-100872,58.2,14,57.9,-40.6
CUST-100873,44.9,29,45.9,-21.3
CUST-100874,83.8,29,64.9,27.2
CUST-100875,56.7,25,57.4,9.6
CUST-100876,74.3,12,15.6,-32.9
CUST-100877,66.9,15,84.6,-37.1
CUST-100878,46.2,28,70.7,25.3
CUST-100879,89.2,17,82.6,-18.5
CUST-100880,94.1,19,41.4,7.9
CUST-100881,91.2,0,62.3,22.8
CUST-100882,50.0,20,99.3,27.9
CUST-100883,82.6,6,100.0,1.2
CUST-100884,88.1,8,29.7,-3.6
CUST-100885,81.0,16,68.2,-8.1
CUST-100886,68.0,17,69.5,8.7
CUST-100887,62.5,14,57.2,-16.3
CUST-100888,44.0,21,100.0,13.3
CUST-100889,59.1,18,65.9,-2.5
CUST-100890,68.5,30,100.0,-0.4
CUST-100891,100.0,9,57.7,2.9
CUST-100892,60.3,6,69.0,6.7
CUST-100893,90.9,11,5.2,-5.6
CUST-100894,35.4,15,40.7,9.3
CUST-100895,40.2,15,100.0,-23.2
CUST-100896,57.4,2,72.1,-14.2
CUST-100897,74.5,20,83.5,-40.1
CUST-100898,29.2,28,72.2,6.6
CUST-100899,78.7,27,100.0,-10.6
CUST-100900,64.9,24,51.2,-13.7
CUST-100901,66.3,0,32.9,0.6
CUST-100902,54.4,3,100.0,10.0
CUST-100903,78.2,7,52.9,11.7
CUST-100904,70.0,3,74.6,15.0
CUST-100905,59.0,22,47.7,-22.6
CUST-100906,78.6,19,70.7,16.8
CUST-100907,60.2,13,55.9,-5.7
CUST-100908,62.7,13,47.6,-31.6
CUST-100909,85.9,13,71.9,-15.7
CUST-100910,93.4,0,64.8,-40.0
CUST-100911,71.2,28,59.3,12.3
CUST-100912,75.8,8,100.0,-14.9
CUST-100913,78.0,2,13.2,-9.0
CUST-100914,53.2,19,100.0,30.3
CUST-100915,83.1,15,79.2,14.6
CUST-100916,43.8,8,35.2,-18.0
CUST-100917,62.9,6,64.1,16.1
CUST-100918,78.2,0,78.8,37.2
CUST-100919,76.3,17,77.0,30.8
CUST-100920,84.9,6,77.4,-3.0
CUST-100921,68.1,8,89.8,-4.5
CUST-100922,72.2,19,38.6,-27.4
CUST-100923,70.4,17,58.0,16.0
CUST-100924,54.9,19,48.0,-42.3
CUST-100925,65.2,16,39.3,7.9
CUST-100926,36.6,20,35.4,-0.0
CUST-100927,71.9,13,43.2,-15.5
CUST-100928,63.3,15,78.2,-29.3
CUST-100929,66.6,19,39.4,-22.5
CUST-100930,80.0,18,70.2,-14.3
CUST-100931,100.0,21,68.7,-13.7
CUST-100932,100.0,23,73.6,-0.2
CUST-100933,79.4,16,82.7,-24.3
CUST-100934,56.5,6,86.6,-39.6
CUST-100935,100.0,24,100.0,-28.8
CUST-100936,50.5,12,68.4,4.2
CUST-100937,59.0,8,43.2,-0.7
CUST-100938,82.3,15,81.1,-4.8
CUST-100939,34.0,12,97.5,-12.4
CUST-100940,86.3,19,100.0,-8.9
CUST-100941,79.8,21,52.2,-36.6
CUST-100942,100.0,15,64.9,-2.4
CUST-100943,64.3,19,39.4,-7.7
CUST-100944,60.5,28,62.7,18.2
CUST-100945,54.0,2,29.4,1.7
CUST-100946,85.9,30,71.4,1.7
CUST-100947,61.6,18,66.3,-1.1
CUST-100948,66.8,25,59.6,2.1
CUST-100949,100.0,23,86.8,11.8
CUST-100950,67.0,18,53.2,-22.6
CUST-100951,82.6,18,89.2,17.0
CUST-100952,67.0,21,67.9,-7.5
CUST-100953,72.9,22,69.7,10.7
CUST-100954,71.4,23,49.2,23.2
CUST-100955,92.5,27,76.8,5.6
CUST-100956,71.0,23,73.6,-11.0
CUST-100957,65.0,25,25.6,18.1
CUST-100958,86.4,4,55.8,0.2
CUST-100959,77.9,27,91.3,-8.1
CUST-100960,89.7,1,100.0,8.7
CUST-100961,44.0,3,82.7,-2.4
CUST-100962,93.2,21,51.0,23.2
CUST-100963,44.8,3,79.8,-10.7
CUST-100964,100.0,23,72.4,36.0
CUST-100965,100.0,2,66.6,-15.8
CUST-100966,68.0,16,65.2,1.8
CUST-100967,29.4,14,75.8,-17.6
CUST-100968,68.9,27,95.4,-10.2
CUST-100969,66.6,21,31.6,-1.5
CUST-100970,85.0,15,29.0,-12.9
CUST-100971,14.0,6,76.7,0.6
CUST-100972,77.6,19,78.5,10.6
CUST-100973,65.1,13,22.4,21.0
CUST-100974,50.6,20,100.0,-0.4
CUST-100975,69.0,2,81.3,24.7
CUST-100976,77.7,10,60.1,13.1
CUST-100977,100.0,30,55.4,37.6
CUST-100978,74.5,27,100.0,15.8
CUST-100979,47.2,25,100.0,31.3
CUST-100980,100.0,4,100.0,-20.2
CUST-100981,74.9,5,82.6,-18.7
CUST-100982,55.2,27,46.1,12.4
CUST-100983,56.6,2,53.8,12.6
CUST-100984,55.2,15,63.1,21.4
CUST-100985,84.9,23,100.0,-1.5
CUST-100986,90.3,11,82.4,15.0
CUST-100987,87.7,29,69.7,3.3
CUST-100988,67.4,20,87.1,-3.1
CUST-100989,58.1,0,98.1,35.4
CUST-100990,71.6,0,87.0,-25.0
CUST-100991,57.2,24,44.7,-12.9
CUST-100992,80.2,25,1.0,18.4
CUST-100993,58.9,28,58.1,-18.1
CUST-100994,78.4,1,28.2,11.4
CUST-100995,93.2,25,77.0,-24.8
CUST-100996,71.3,4,29.8,0.3
CUST-100997,58.6,0,79.3,-23.3
CUST-100998,98.1,7,40.1,-15.8
CUST-100999,91.1,16,55.8,18.7
CUST-101000,75.8,8,69.3,-7.1
CUST-101001,88.8,9,76.7,-5.6
CUST-101002,75.8,1,63.5,3.8
CUST-101003,100.0,1,79.9,10.2
CUST-101004,86.7,13,44.7,17.7
CUST-101005,38.2,24,94.0,18.9
CUST-101006,86.1,12,47.9,-0.4
CUST-101007,39.7,14,79.9,-5.9
CUST-101008,49.9,23,68.7,20.9
CUST-101009,74.9,22,52.7,3.6
CUST-101010,67.9,9,93.7,7.2
CUST-101011,53.0,5,44.9,-16.4
CUST-101012,67.5,5,59.6,-8.4
CUST-101013,62.3,27,26.2,-18.1
CUST-101014,78.6,1,86.4,23.2
CUST-101015,31.6,3,72.3,34.5
CUST-101016,86.9,4,34.7,0.4
CUST-101017,80.9,0,44.4,-7.6
CUST-101018,79.2,10,100.0,-3.3
CUST-101019,57.6,28,57.0,31.4
CUST-101020,69.6,9,38.0,4.3
CUST-101021,75.2,2,77.9,-1.3
CUST-101022,68.7,3,81.0,-4.9
CUST-101023,62.5,30,44.3,-7.8
CUST-101024,71.4,6,56.6,25.0
CUST-101025,85.3,17,100.0,6.2
CUST-101026,71.8,26,89.8,-6.5
CUST-101027,69.5,20,56.4,22.5
CUST-101028,78.5,11,30.1,-6.5
CUST-101029,58.8,16,37.2,-38.8
CUST-101030,61.0,9,79.1,2.2
CUST-101031,78.7,29,62.9,7.6
CUST-101032,68.9,18,53.1,-12.1
CUST-101033,80.7,13,49.3,5.5
CUST-101034,65.2,15,66.9,4.2
CUST-101035,91.8,24,82.7,43.9
CUST-101036,57.5,30,51.9,49.0
CUST-101037,56.5,27,48.5,12.8
CUST-101038,97.8,4,27.8,-37.2
CUST-101039,75.9,19,96.5,-31.8
CUST-101040,91.5,26,60.7,27.4
CUST-101041,84.6,15,47.7,-10.3
CUST-101042,85.5,19,23.7,6.0
CUST-101043,45.0,9,67.9,-13.9
CUST-101044,61.9,6,56.4,-3.6
CUST-101045,51.6,15,87.5,18.3
CUST-101046,71.6,3,46.5,-13.1
CUST-101047,85.6,2,70.9,10.4
CUST-101048,66.6,2,40.8,-3.1
CUST-101049,100.0,11,49.0,1.2
CUST-101050,64.7,21,68.0,2.1
CUST-101051,100.0,12,79.4,3.8
CUST-101052,83.6,30,100.0,12.3
CUST-101053,86.3,25,100.0,-38.9
CUST-101054,98.4,19,67.3,46.8
CUST-101055,86.8,25,47.9,6.2
CUST-101056,65.0,18,90.3,1.9
CUST-101057,71.0,29,92.8,2.1
CUST-101058,47.9,16,61.0,2.6
CUST-101059,97.6,19,49.9,-37.9
CUST-101060,62.6,18,79.1,18.9
CUST-101061,63.1,28,74.2,17.3
CUST-101062,53.7,2,59.9,14.7
CUST-101063,54.0,30,100.0,-30.3
CUST-101064,68.0,13,61.0,-1.2
CUST-101065,49.3,2,89.3,-14.6
CUST-101066,53.5,1,100.0,-12.4
CUST-101067,99.5,17,100.0,51.6
CUST-101068,48.2,21,62.7,23.1
CUST-101069,37.9,10,81.9,-3.7
CUST-101070,69.6,3,80.7,-10.2
CUST-101071,92.0,30,66.4,1.5
CUST-101072,65.4,15,62.7,-13.5
CUST-101073,59.6,29,78.3,23.6
CUST-101074,85.7,21,61.4,9.5
CUST-101075,77.6,19,35.3,10.9
CUST-101076,88.4,1,66.0,12.4
CUST-101077,46.0,15,77.8,7.4
CUST-101078,67.1,28,37.4,24.3
CUST-101079,60.7,4,100.0,-14.0
CUST-101080,77.3,20,74.9,24.1
CUST-101081,54.2,7,83.9,1.5
CUST-101082,55.6,2,67.6,-14.4
CUST-101083,77.8,12,80.8,21.8
CUST-101084,62.0,17,66.9,15.6
CUST-101085,68.9,20,83.7,23.0
CUST-101086,70.0,5,66.8,-6.8
CUST-101087,62.7,2,100.0,13.6
CUST-101088,71.5,9,20.4,22.6
CUST-101089,64.5,16,100.0,25.4
CUST-101090,70.5,4,100.0,-3.6
CUST-101091,75.2,22,75.7,-12.9
CUST-101092,52.6,25,42.1,-7.6
CUST-101093,76.1,18,69.3,-14.0
CUST-101094,76.9,8,54.4,32.6
CUST-101095,87.5,20,59.1,25.6
CUST-101096,45.7,28,73.2,-35.7
CUST-101097,53.1,7,86.6,-1.9
CUST-101098,91.5,22,68.1,4.5
CUST-101099,42.9,6,48.9,-39.0
CUST-101100,91.9,13,77.1,-17.3
CUST-101101,68.9,3,47.4,4.3
CUST-101102,92.5,25,42.0,7.5
CUST-101103,87.8,16,47.2,-3.3
CUST-101104,77.1,24,100.0,-27.5
CUST-101105,63.1,14,35.4,-0.9
CUST-101106,59.6,3,85.4,-32.6
CUST-101107,79.8,29,51.2,-2.6
CUST-101108,60.0,22,75.0,-4.6
CUST-101109,76.7,27,50.7,-8.5
CUST-101110,73.8,21,67.8,-23.9
CUST-101111,73.9,11,90.0,11.6
CUST-101112,72.7,6,100.0,-23.3
CUST-101113,83.0,10,33.7,-19.4
CUST-101114,69.2,27,50.7,-23.8
CUST-101115,88.6,9,57.4,-7.8
CUST-101116,35.2,14,55.3,19.0
CUST-101117,42.6,11,62.1,-2.7
CUST-101118,52.3,11,26.4,21.1
CUST-101119,68.6,8,66.1,-39.9
CUST-101120,45.4,3,91.3,-9.6
CUST-101121,42.3,3,84.2,18.5
CUST-101122,74.7,9,45.5,-11.4
CUST-101123,100.0,21,76.3,-3.4
CUST-101124,87.0,0,85.6,-25.6
CUST-101125,54.6,7,66.9,26.1
CUST-101126,35.8,4,38.9,32.5
CUST-101127,86.2,21,78.1,13.4
CUST-101128,74.7,21,64.2,1.6
CUST-101129,73.3,11,70.1,6.8
CUST-101130,100.0,30,89.0,-1.0
CUST-101131,68.6,28,85.6,10.6
CUST-101132,76.5,26,14.3,-3.3
CUST-101133,89.9,21,77.9,-26.2
CUST-101134,79.1,9,65.4,28.3
CUST-101135,80.0,11,72.0,5.9
CUST-101136,100.0,8,30.5,-11.3
CUST-101137,86.7,25,45.6,-11.5
CUST-101138,61.2,13,48.9,11.0
CUST-101139,58.2,2,66.3,-11.5
CUST-101140,74.8,22,72.3,-0.4
CUST-101141,75.4,29,49.3,12.0
CUST-101142,76.9,19,65.1,14.0
CUST-101143,42.8,24,38.5,-23.3
CUST-101144,83.7,3,53.0,-27.8
CUST-101145,25.2,6,99.5,18.0
CUST-101146,92.5,15,100.0,-17.5
CUST-101147,70.2,7,69.0,29.4
CUST-101148,67.3,15,19.7,-12.4
CUST-101149,86.0,20,82.5,15.3
CUST-101150,92.7,15,54.3,18.6
CUST-101151,54.0,25,29.8,22.0
CUST-101152,67.4,12,56.9,23.0
CUST-101153,88.9,23,72.1,-17.2
CUST-101154,73.1,2,100.0,1.5
CUST-101155,72.8,24,30.8,1.4
CUST-101156,88.7,29,72.6,-42.4
CUST-101157,79.4,0,94.7,-2.6
CUST-101158,31.4,25,77.5,3.1
CUST-101159,55.3,3,70.2,-3.3
CUST-101160,78.1,12,100.0,-5.7
CUST-101161,64.1,23,91.1,-19.2
CUST-101162,65.1,25,51.2,46.5
CUST-101163,92.6,26,61.7,-20.4
CUST-101164,100.0,13,65.6,17.1
CUST-101165,66.9,7,94.2,18.4
CUST-101166,72.9,27,63.8,-22.9
CUST-101167,59.0,19,83.6,-5.1
CUST-101168,32.3,8,63.1,4.4
CUST-101169,93.5,25,86.4,12.7
CUST-101170,66.2,30,86.9,-17.7
CUST-101171,78.9,9,85.6,20.2
CUST-101172,79.6,23,32.7,-20.2
CUST-101173,78.5,17,85.1,3.6
CUST-101174,81.5,1,65.4,-0.6
CUST-101175,100.0,25,55.1,-26.0
CUST-101176,46.7,11,30.5,6.7
CUST-101177,74.1,2,21.8,-31.0
CUST-101178,28.3,17,86.1,-11.7
CUST-101179,58.5,11,100.0,2.4
CUST-101180,36.8,17,61.2,15.9
CUST-101181,63.0,14,74.5,2.9
CUST-101182,70.8,30,58.0,18.3
CUST-101183,97.8,1,37.7,-6.2
CUST-101184,83.8,11,100.0,-8.9
CUST-101185,65.4,23,100.0,16.2
CUST-101186,51.1,18,28.1,-9.3
CUST-101187,88.9,25,57.2,-13.5
CUST-101188,56.4,8,67.3,8.8
CUST-101189,80.7,5,73.9,6.9
CUST-101190,87.9,17,37.9,-19.5
CUST-101191,85.2,5,56.7,-2.6
CUST-101192,78.7,19,73.2,0.8
CUST-101193,79.8,1,51.7,-6.2
CUST-101194,42.0,1,24.0,-2.7
CUST-101195,64.3,10,31.5,8.5
CUST-101196,72.8,11,37.9,19.0
CUST-101197,70.6,4,69.9,-23.3
CUST-101198,75.2,11,93.3,9.9
CUST-101199,66.6,20,79.7,-16.8
CUST-101200,69.9,1,72.7,-17.6
CUST-101201,93.8,25,76.8,-14.3
CUST-101202,69.2,2,77.5,31.7
CUST-101203,71.6,18,62.0,6.8
CUST-101204,53.9,3,70.8,-6.6
CUST-101205,83.3,5,66.9,-17.8
CUST-101206,61.7,13,27.2,-13.5
CUST-101207,51.1,17,60.1,17.2
CUST-101208,66.6,29,90.3,23.3
CUST-101209,74.5,24,73.1,25.7
CUST-101210,61.9,14,100.0,13.3
CUST-101211,59.8,16,54.5,27.4
CUST-101212,71.7,30,70.2,21.0
CUST-101213,51.2,9,71.3,18.3
CUST-101214,26.6,8,71.3,-3.9
CUST-101215,41.4,25,51.8,-3.5
CUST-101216,64.1,4,91.6,5.3
CUST-101217,80.8,27,42.0,-0.5
CUST-101218,44.9,10,73.4,-14.3
CUST-101219,67.1,26,69.5,3.1
CUST-101220,82.7,6,61.8,-6.5
CUST-101221,94.5,2,41.8,-18.6
CUST-101222,55.9,1,80.6,26.9
CUST-101223,50.5,30,74.0,-30.5
CUST-101224,76.2,17,100.0,-11.7
CUST-101225,78.1,13,84.4,10.0
CUST-101226,66.4,25,65.6,19.2
CUST-101227,85.7,27,77.9,27.6
CUST-101228,67.0,14,46.8,46.4
CUST-101229,32.5,26,36.7,12.3
CUST-101230,89.3,10,100.0,19.7
CUST-101231,82.3,24,59.6,23.8
CUST-101232,76.5,27,59.4,-7.7
CUST-101233,62.7,7,77.2,11.9
CUST-101234,77.6,9,80.6,25.2
CUST-101235,88.9,12,66.6,-22.6
CUST-101236,51.2,4,100.0,-8.7
CUST-101237,86.5,8,63.0,-13.2
CUST-101238,74.9,30,43.5,-4.5
CUST-101239,33.5,24,63.7,13.0
CUST-101240,65.8,18,100.0,3.1
CUST-101241,51.8,30,30.5,18.9
CUST-101242,76.5,7,87.5,-26.1
CUST-101243,81.2,19,87.8,-7.4
CUST-101244,88.9,10,34.3,-26.9
CUST-101245,59.5,0,66.7,-16.1
CUST-101246,64.1,20,23.2,-17.6
CUST-101247,95.9,9,31.1,-14.5
CUST-101248,52.8,16,86.5,-13.2
CUST-101249,61.9,23,76.1,5.6
CUST-101250,100.0,2,58.5,26.9
CUST-101251,64.4,19,76.7,-8.3
CUST-101252,96.9,9,68.8,34.9
CUST-101253,64.4,6,33.7,-24.2
CUST-101254,66.9,16,58.7,-13.3
CUST-101255,89.9,0,88.6,14.9
CUST-101256,91.4,2,66.1,-2.3
CUST-101257,63.7,24,43.8,-8.1
CUST-101258,84.9,2,50.9,9.1
CUST-101259,71.0,25,55.4,11.0
CUST-101260,68.4,21,71.0,16.7
CUST-101261,78.9,14,100.0,1.6
CUST-101262,72.8,29,64.3,-29.7
CUST-101263,61.8,1,57.3,-5.3
CUST-101264,72.0,11,44.5,-22.7
CUST-101265,100.0,20,52.8,13.9
CUST-101266,83.5,21,57.5,-9.6
CUST-101267,71.5,21,59.2,14.0
CUST-101268,50.4,1,58.6,-7.0
CUST-101269,82.1,17,59.1,-22.0
CUST-101270,87.9,2,79.4,8.2
CUST-101271,36.4,14,100.0,15.5
CUST-101272,99.8,5,36.8,2.1
CUST-101273,72.2,22,64.8,-4.3
CUST-101274,78.8,20,64.3,19.9
CUST-101275,74.9,11,100.0,-2.2
CUST-101276,60.2,14,72.2,-6.4
CUST-101277,91.9,12,73.3,-1.0
CUST-101278,38.6,10,56.8,-38.3
CUST-101279,81.4,0,40.7,18.0
CUST-101280,63.0,23,51.2,21.2
CUST-101281,82.7,13,69.9,6.6
CUST-101282,29.0,30,45.6,17.6
CUST-101283,80.1,12,100.0,-9.3
CUST-101284,90.5,7,100.0,17.2
CUST-101285,78.3,5,91.1,-8.4
CUST-101286,80.1,7,81.3,-11.2
CUST-101287,71.1,27,50.2,10.5
CUST-101288,68.7,19,75.4,41.0
CUST-101289,66.3,7,50.3,10.3
CUST-101290,73.7,5,73.5,-1.9
CUST-101291,65.2,12,55.7,-8.8
CUST-101292,68.7,12,52.2,-6.7
CUST-101293,90.1,30,75.0,6.0
CUST-101294,69.1,25,69.4,-6.4
