customer_id,support_tickets_30d,high_severity_cases,avg_resolution_days
CUST-100929,0,0,5.2
CUST-100930,4,0,8.4
CUST-100931,3,0,3.5
CUST-100932,2,0,5.6
CUST-100933,1,0,2.6
CUST-100934,2,0,1.7
CUST-100935,0,0,0.5
CUST-100936,1,0,1.8
CUST-100937,0,1,0.6
CUST-100938,1,0,1.5
CUST-100939,1,0,5.8
CUST-100940,1,0,0.5
CUST-100941,1,0,0.9
CUST-100942,5,0,0.5
CUST-100943,3,0,5.4
CUST-100944,1,0,0.8
CUST-100945,1,0,7.1
CUST-100946,3,2,2.3
CUST-100947,0,1,5.2
CUST-100948,5,1,2.1
CUST-100949,0,1,3.0
CUST-100950,2,0,2.4
CUST-100951,1,0,5.6
CUST-100952,1,1,1.8
CUST-100953,5,2,6.3
CUST-100954,2,0,3.6
CUST-100955,1,0,1.2
CUST-100956,3,1,2.5
CUST-100957,5,0,2.9
CUST-100958,1,0,3.3
CUST-100959,2,0,4.8
CUST-100960,0,0,6.7
CUST-100961,2,0,1.9
CUST-100962,1,1,6.3
CUST-100963,2,0,1.3
CUST-100964,1,0,1.5
CUST-100965,0,0,0.7
CUST-100966,2,0,2.9
CUST-100967,3,0,3.8
CUST-100968,2,0,4.1
CUST-100969,4,0,2.7
CUST-100970,3,0,2.1
CUST-100971,0,0,0.5
CUST-100972,4,0,0.5
CUST-100973,1,0,1.9
CUST-100974,3,0,1.9
CUST-100975,2,0,4.2
CUST-100976,3,0,1.6
CUST-100977,4,2,2.6
CUST-100978,2,0,2.0
CUST-100979,2,0,3.7
CUST-100980,1,0,3.5
CUST-100981,5,1,6.9
CUST-100982,0,0,2.6
CUST-100983,1,0,2.2
CUST-100984,2,3,5.6
CUST-100985,3,0,4.8
CUST-100986,1,0,3.8
CUST-100987,2,1,1.8
CUST-100988,0,1,6.9
CUST-100989,3,0,3.4
CUST-100990,1,0,3.0
CUST-100991,1,1,5.7
CUST-100992,1,0,6.4
CUST-100993,2,1,1.3
CUST-100994,1,1,3.3
CUST-100995,3,3,2.6
CUST-100996,1,0,5.9
CUST-100997,2,0,1.9
CUST-100998,3,2,4.9
CUST-100999,2,0,5.0
CUST-101000,4,2,0.5
CUST-101001,2,1,1.9
CUST-101002,2,0,7.4
CUST-101003,2,0,4.7
CUST-101004,1,0,3.0
CUST-101005,2,0,3.7
CUST-101006,1,1,3.0
CUST-101007,1,0,1.2
CUST-101008,0,0,5.1
CUST-101009,4,2,0.5
CUST-101010,1,0,4.3
CUST-101011,0,1,5.0
CUST-101012,0,2,0.5
CUST-101013,2,0,4.2
CUST-101014,0,1,1.3
CUST-101015,4,1,2.8
CUST-101016,0,0,0.5
CUST-101017,2,0,0.5
CUST-101018,1,0,4.8
CUST-101019,0,1,8.3
CUST-101020,1,0,7.1
CUST-101021,1,2,1.9
CUST-101022,3,0,5.8
CUST-101023,1,0,0.5
CUST-101024,1,0,6.1
CUST-101025,1,0,7.3
CUST-101026,0,0,5.9
CUST-101027,1,0,1.6
CUST-101028,3,1,1.1
CUST-101029,1,0,3.4
CUST-101030,3,1,2.8
CUST-101031,2,0,5.1
CUST-101032,3,0,6.4
CUST-101033,1,1,2.0
CUST-101034,1,0,0.5
CUST-101035,1,0,5.2
CUST-101036,2,1,5.2
CUST-101037,3,0,1.6
CUST-101038,1,0,3.7
CUST-101039,1,2,2.7
CUST-101040,2,1,0.5
CUST-101041,1,0,5.7
CUST-101042,1,0,2.9
CUST-101043,4,0,2.4
CUST-101044,4,0,6.8
CUST-101045,1,1,4.8
CUST-101046,1,1,4.9
CUST-101047,3,0,1.0
CUST-101048,3,0,6.4
CUST-101049,1,0,4.9
CUST-101050,0,0,0.5
CUST-101051,3,0,4.7
CUST-101052,3,1,5.2
CUST-101053,3,0,2.2
CUST-101054,4,1,0.5
CUST-101055,3,0,4.1
CUST-101056,2,0,8.7
CUST-101057,1,1,1.9
CUST-101058,1,0,0.5
CUST-101059,3,1,6.5
CUST-101060,0,1,1.5
CUST-101061,1,0,5.8
CUST-101062,2,0,3.7
CUST-101063,4,0,2.5
CUST-101064,4,0,1.5
CUST-101065,2,0,1.1
CUST-101066,3,0,2.5
CUST-101067,3,1,1.7
CUST-101068,3,0,3.4
CUST-101069,2,0,6.1
CUST-101070,1,0,1.0
CUST-101071,5,0,2.9
CUST-101072,0,1,2.4
CUST-101073,0,3,5.8
CUST-101074,0,1,0.5
CUST-101075,1,2,6.2
CUST-101076,3,0,0.5
CUST-101077,6,0,1.6
CUST-101078,2,0,7.7
CUST-101079,1,0,5.0
CUST-101080,2,1,0.5
CUST-101081,1,0,0.5
CUST-101082,1,0,3.9
CUST-101083,3,0,3.5
CUST-101084,1,0,7.4
CUST-101085,4,0,4.6
CUST-101086,1,2,6.2
CUST-101087,0,0,3.1
CUST-101088,1,0,0.5
CUST-101089,2,0,5.1
CUST-101090,2,1,3.1
CUST-101091,1,0,4.8
CUST-101092,1,0,2.5
CUST-101093,4,0,2.8
CUST-101094,2,0,4.3
CUST-101095,3,0,3.3
CUST-101096,2,2,3.0
CUST-101097,1,0,2.5
CUST-101098,4,0,2.4
CUST-101099,2,1,1.7
CUST-101100,3,0,0.5
CUST-101101,1,0,1.9
CUST-101102,2,2,3.5
CUST-101103,3,1,4.1
CUST-101104,1,0,3.3
CUST-101105,3,1,0.5
CUST-101106,1,0,1.5
CUST-101107,3,0,5.3
CUST-101108,0,1,6.1
CUST-101109,2,1,5.7
CUST-101110,5,2,3.4
CUST-101111,0,1,7.7
CUST-101112,1,0,3.4
CUST-101113,3,2,4.2
CUST-101114,2,1,4.0
CUST-101115,2,0,7.9
CUST-101116,4,1,5.1
CUST-101117,4,0,3.4
CUST-101118,4,1,2.4
CUST-101119,2,0,3.1
CUST-101120,1,0,2.7
CUST-101121,2,1,2.2
CUST-101122,3,1,0.5
CUST-101123,3,1,5.6
CUST-101124,1,0,7.3
CUST-101125,5,0,4.9
CUST-101126,2,1,6.8
CUST-101127,3,0,3.3
CUST-101128,3,0,3.5
CUST-101129,2,1,2.5
CUST-101130,1,0,1.7
CUST-101131,5,0,1.2
CUST-101132,1,0,3.1
CUST-101133,3,0,3.8
CUST-101134,2,1,2.8
CUST-101135,3,0,4.1
CUST-101136,3,0,3.4
CUST-101137,1,2,2.3
CUST-101138,2,0,3.4
CUST-101139,1,1,5.0
CUST-101140,2,0,4.5
CUST-101141,1,0,7.9
CUST-101142,1,1,1.3
CUST-101143,4,0,3.1
CUST-101144,1,1,3.3
CUST-101145,2,0,3.9
CUST-101146,1,1,4.3
CUST-101147,2,0,2.0
CUST-101148,2,0,8.4
CUST-101149,2,0,3.5
CUST-101150,0,0,2.5
CUST-101151,0,0,2.1
CUST-101152,3,1,2.3
CUST-101153,2,1,4.8
CUST-101154,1,0,5.9
CUST-101155,4,1,4.4
CUST-101156,3,1,3.5
CUST-101157,0,0,4.3
CUST-101158,3,0,2.3
CUST-101159,0,0,4.7
CUST-101160,2,1,3.8
CUST-101161,0,0,4.2
CUST-101162,3,0,4.3
CUST-101163,2,0,4.7
CUST-101164,2,1,1.5
CUST-101165,2,1,3.9
CUST-101166,1,1,5.7
CUST-101167,3,0,5.6
CUST-101168,1,0,1.2
CUST-101169,3,0,3.3
CUST-101170,0,0,2.1
CUST-101171,3,1,6.6
CUST-101172,2,1,3.7
CUST-101173,4,1,0.5
CUST-101174,2,0,5.3
CUST-101175,6,1,4.8
CUST-101176,5,1,1.7
CUST-101177,2,0,4.0
CUST-101178,3,0,2.7
CUST-101179,4,0,5.3
CUST-101180,4,0,4.6
CUST-101181,2,0,6.4
CUST-101182,4,0,3.9
CUST-101183,3,0,5.8
CUST-101184,5,1,1.7
CUST-101185,1,0,2.7
CUST-101186,2,1,5.3
CUST-101187,1,0,5.8
CUST-101188,6,0,5.0
CUST-101189,2,0,6.2
CUST-101190,1,0,4.2
CUST-101191,2,0,0.5
CUST-101192,1,0,3.6
CUST-101193,2,0,3.7
CUST-101194,3,1,2.2
CUST-101195,0,0,6.0
CUST-101196,1,0,3.7
CUST-101197,2,0,2.9
CUST-101198,3,0,4.1
CUST-101199,4,0,1.3
CUST-101200,1,0,3.8
CUST-101201,2,1,5.2
CUST-101202,2,1,2.5
CUST-101203,1,0,1.8
CUST-101204,0,0,3.9
CUST-101205,3,0,8.0
CUST-101206,2,1,4.5
CUST-101207,3,0,2.9
CUST-101208,0,0,4.3
CUST-101209,2,0,4.5
CUST-101210,3,0,2.2
CUST-101211,2,0,2.6
CUST-101212,3,0,6.7
CUST-101213,3,0,3.2
CUST-101214,0,0,1.5
CUST-101215,3,1,4.8
CUST-101216,0,0,2.1
CUST-101217,5,0,4.3
CUST-101218,3,1,0.5
CUST-101219,0,0,3.4
CUST-101220,0,0,4.5
CUST-101221,1,0,4.8
CUST-101222,3,0,4.9
CUST-101223,4,0,1.4
CUST-101224,1,1,3.6
CUST-101225,2,0,0.5
CUST-101226,3,0,4.1
CUST-101227,0,1,4.3
CUST-101228,2,1,3.8
CUST-101229,2,1,3.5
CUST-101230,1,1,3.9
CUST-101231,1,0,2.9
CUST-101232,0,0,0.5
CUST-101233,2,0,4.0
CUST-101234,1,1,5.9
CUST-101235,3,0,1.5
CUST-101236,2,0,5.9
CUST-101237,1,1,2.2
CUST-101238,0,0,3.2
CUST-101239,4,0,3.2
CUST-101240,3,0,3.4
CUST-101241,0,0,0.5
CUST-101242,5,0,1.7
CUST-101243,1,0,2.4
CUST-101244,1,0,3.9
CUST-101245,2,2,5.9
CUST-101246,1,0,3.5
CUST-101247,1,0,6.9
CUST-101248,4,0,2.8
CUST-101249,1,0,2.3
CUST-101250,2,0,6.1
CUST-101251,3,0,2.9
CUST-101252,0,0,3.7
CUST-101253,0,0,5.0
CUST-101254,3,0,2.7
CUST-101255,4,0,4.2
CUST-101256,0,0,0.5
CUST-101257,1,0,2.7
CUST-101258,4,0,3.0
CUST-101259,2,0,4.9
CUST-101260,2,2,3.9
CUST-101261,4,2,1.4
CUST-101262,5,1,1.5
CUST-101263,2,1,2.6
CUST-101264,0,1,1.5
CUST-101265,2,1,4.9
CUST-101266,0,1,4.8
CUST-101267,1,0,1.4
CUST-101268,0,0,6.2
CUST-101269,3,0,1.7
CUST-101270,5,0,5.3
CUST-101271,0,0,1.8
CUST-101272,3,0,3.3
CUST-101273,2,2,1.8
CUST-101274,0,0,0.9
CUST-101275,4,2,5.0
CUST-101276,0,0,4.2
CUST-101277,0,1,4.3
CUST-101278,4,1,3.6
CUST-101279,2,0,2.7
CUST-101280,4,0,0.8
CUST-101281,3,2,6.2
CUST-101282,1,0,3.0
CUST-101283,1,0,3.8
CUST-101284,1,0,7.8
CUST-101285,4,2,2.6
CUST-101286,1,1,0.5
CUST-101287,2,0,4.7
CUST-101288,1,0,2.0
CUST-101289,0,1,6.3
CUST-101290,1,0,0.9
CUST-101291,1,0,0.5
CUST-101292,2,0,1.4
CUST-101293,1,1,6.7
CUST-101294,0,0,8.4
CUST-101295,4,0,3.2
CUST-101296,1,1,3.1
CUST-101297,2,2,5.5
CUST-101298,1,0,4.1
CUST-101299,1,0,6.5
CUST-101300,5,0,0.6
CUST-101301,3,0,6.5
CUST-101302,1,0,3.0
CUST-101303,1,1,4.3
CUST-101304,1,0,3.5
CUST-101305,0,0,3.0
CUST-101306,3,0,3.1
CUST-101307,2,1,0.5
CUST-101308,2,0,6.2
CUST-101309,2,1,4.3
CUST-101310,1,1,2.9
CUST-101311,2,1,1.0
CUST-101312,2,1,4.7
CUST-101313,1,0,5.8
CUST-101314,1,0,1.7
CUST-101315,0,1,4.2
CUST-101316,2,1,9.0
CUST-101317,3,0,4.2
CUST-101318,2,0,5.1
CUST-101319,3,0,4.2
CUST-101320,3,1,1.5
CUST-101321,3,0,2.1
CUST-101322,1,1,2.8
CUST-101323,1,2,1.4
CUST-101324,4,0,2.8
CUST-101325,1,2,1.0
CUST-101326,0,0,0.9
CUST-101327,0,0,1.3
CUST-101328,0,0,4.4
CUST-101329,2,1,5.1
CUST-101330,0,1,0.8
CUST-101331,0,0,3.6
CUST-101332,1,0,3.8
CUST-101333,0,0,3.1
CUST-101334,3,0,5.4
CUST-101335,4,1,4.2
CUST-101336,1,2,3.7
CUST-101337,2,2,3.3
CUST-101338,5,0,2.2
CUST-101339,1,0,7.2
CUST-101340,4,0,1.4
CUST-101341,1,0,4.0
CUST-101342,4,0,1.9
CUST-101343,4,1,4.9
CUST-101344,2,0,1.5
CUST-101345,0,0,1.8
CUST-101346,2,1,5.5
CUST-101347,2,1,3.7
CUST-101348,1,1,6.4
CUST-101349,5,2,0.5
CUST-101350,1,0,5.4
CUST-101351,1,0,2.6
CUST-101352,1,2,3.7
CUST-101353,2,0,2.1
CUST-101354,4,1,3.8
CUST-101355,0,0,1.3
CUST-101356,1,0,2.9
CUST-101357,3,0,4.7
CUST-101358,2,2,1.2
CUST-101359,2,1,2.3
CUST-101360,5,0,2.4
CUST-101361,3,0,3.7
CUST-101362,0,0,5.0
CUST-101363,1,0,4.5
CUST-101364,1,0,3.0
CUST-101365,1,0,4.0
CUST-101366,1,2,3.2
CUST-101367,2,1,3.0
CUST-101368,2,1,3.3
CUST-101369,2,1,5.4
CUST-101370,4,0,3.9
CUST-101371,2,0,7.7
CUST-101372,0,2,4.6
CUST-101373,3,1,3.9
CUST-101374,2,1,2.1
CUST-101375,4,0,4.2
CUST-101376,1,1,1.5
CUST-101377,0,0,3.0
CUST-101378,5,0,0.5
CUST-101379,2,2,2.5
CUST-101380,0,1,0.8
CUST-101381,0,0,3.6
CUST-101382,0,1,5.4
CUST-101383,3,1,2.7
CUST-101384,5,0,3.4
CUST-101385,2,0,1.4
CUST-101386,5,0,1.8
CUST-101387,4,0,4.3
CUST-101388,2,0,5.3
CUST-101389,2,0,4.7
CUST-101390,3,0,5.6
CUST-101391,1,0,2.7
CUST-101392,2,0,1.6
CUST-101393,0,0,0.5
CUST-101394,2,0,0.5
CUST-101395,2,0,1.0
CUST-101396,0,2,3.1
CUST-101397,1,0,3.2
CUST-101398,0,0,2.2
CUST-101399,3,1,7.3
CUST-101400,0,0,3.4
CUST-101401,5,0,4.7
CUST-101402,1,0,3.9
CUST-101403,3,1,6.1
CUST-101404,3,3,2.7
CUST-101405,1,0,4.2
CUST-101406,3,0,1.4
CUST-101407,1,0,6.0
CUST-101408,1,0,1.5
CUST-101409,3,1,2.0
CUST-101410,3,1,2.5
CUST-101411,1,2,2.3
CUST-101412,1,0,3.7
CUST-101413,1,1,1.7
CUST-101414,1,0,3.8
CUST-101415,3,0,0.7
CUST-101416,1,1,2.2
CUST-101417,3,0,5.6
CUST-101418,1,0,7.2
CUST-101419,1,1,2.7
CUST-101420,1,0,1.0
CUST-101421,2,0,6.2
CUST-101422,0,0,4.8
CUST-101423,1,0,2.5
CUST-101424,1,0,0.9
CUST-101425,2,1,1.0
CUST-101426,4,0,2.6
CUST-101427,3,1,4.2
CUST-101428,3,0,3.9
CUST-101429,2,1,6.2
CUST-101430,3,0,5.9
CUST-101431,1,0,1.1
CUST-101432,0,0,5.0
CUST-101433,2,1,4.0
CUST-101434,1,0,6.4
CUST-101435,0,0,4.4
CUST-101436,5,0,5.7
CUST-101437,1,0,1.7
CUST-101438,2,1,3.9
CUST-101439,3,0,3.0
CUST-101440,2,0,7.0
CUST-101441,1,1,2.3
CUST-101442,2,0,0.5
CUST-101443,0,1,3.6
CUST-101444,2,0,0.5
CUST-101445,4,0,0.5
CUST-101446,0,0,0.5
CUST-101447,3,0,0.6
CUST-101448,0,0,3.4
CUST-101449,2,2,8.0
CUST-101450,3,0,4.8
CUST-101451,4,0,6.7
CUST-101452,1,1,0.5
CUST-101453,1,2,3.3
CUST-101454,4,1,5.5
CUST-101455,1,1,2.2
CUST-101456,1,2,3.9
CUST-101457,3,0,1.6
CUST-101458,3,0,2.3
CUST-101459,1,0,4.5
CUST-101460,2,0,3.1
CUST-101461,1,0,2.7
CUST-101462,1,0,4.4
CUST-101463,2,1,1.9
CUST-101464,4,0,4.8
CUST-101465,0,1,1.6
CUST-101466,7,1,4.8
CUST-101467,1,1,2.1
CUST-101468,1,0,4.6
CUST-101469,1,0,0.5
CUST-101470,5,0,2.9
CUST-101471,1,0,3.7
CUST-101472,1,1,3.7
CUST-101473,1,0,4.8
CUST-101474,2,1,4.7
CUST-101475,2,1,3.2
CUST-101476,2,0,2.6
CUST-101477,4,1,5.1
CUST-101478,3,1,4.3
CUST-101479,4,0,3.1
CUST-101480,0,0,4.0
CUST-101481,0,1,2.9
CUST-101482,1,0,6.5
CUST-101483,0,0,3.2
CUST-101484,2,0,2.0
CUST-101485,1,2,6.7
CUST-101486,2,1,3.1
CUST-101487,4,1,1.2
CUST-101488,3,3,3.4
CUST-101489,1,0,2.8
CUST-101490,2,1,2.8
CUST-101491,0,0,1.4
CUST-101492,1,1,1.4
CUST-101493,4,1,4.6
CUST-101494,1,0,3.1
CUST-101495,3,0,4.0
CUST-101496,4,1,2.7
CUST-101497,2,0,5.5
CUST-101498,2,0,4.3
CUST-101499,3,0,0.9
CUST-101500,3,0,2.7
CUST-101501,3,0,5.2
CUST-101502,3,1,3.3
CUST-101503,2,1,3.9
CUST-101504,1,0,5.0
CUST-101505,2,1,5.2
CUST-101506,1,0,2.1
CUST-101507,6,2,6.9
CUST-101508,0,0,3.0
CUST-101509,3,0,0.5
CUST-101510,2,1,0.5
CUST-101511,4,0,3.3
CUST-101512,3,1,3.3
CUST-101513,1,0,1.4
CUST-101514,3,1,3.8
CUST-101515,0,0,2.0
CUST-101516,1,0,3.1
CUST-101517,1,0,2.8
CUST-101518,1,0,2.8
CUST-101519,1,0,1.0
CUST-101520,3,0,4.5
CUST-101521,0,0,1.2
CUST-101522,6,1,1.8
CUST-101523,6,0,4.1
CUST-101524,4,0,2.9
CUST-101525,0,1,3.6
CUST-101526,0,0,3.6
CUST-101527,2,0,4.0
CUST-101528,1,0,4.8
CUST-101529,0,2,2.4
CUST-101530,1,0,2.0
CUST-101531,5,0,0.5
CUST-101532,0,1,2.5
CUST-101533,2,1,4.3
CUST-101534,1,0,3.6
CUST-101535,1,1,4.6
CUST-101536,2,0,0.5
CUST-101537,4,0,5.2
CUST-101538,5,0,2.3
CUST-101539,3,0,2.6
CUST-101540,2,0,4.7
CUST-101541,3,0,1.4
CUST-101542,2,0,4.8
CUST-101543,2,1,6.0
CUST-101544,2,0,1.0
CUST-101545,3,0,1.3
CUST-101546,5,0,9.2
CUST-101547,4,1,4.3
CUST-101548,3,0,4.5
CUST-101549,1,0,0.5
CUST-101550,1,0,6.7
CUST-101551,3,1,3.9
CUST-101552,2,1,0.5
CUST-101553,1,0,5.7
CUST-101554,2,1,6.7
CUST-101555,0,1,5.7
CUST-101556,3,1,2.1
CUST-101557,1,1,1.6
CUST-101558,2,0,5.2
CUST-101559,1,2,4.5
CUST-101560,3,0,2.0
CUST-101561,0,2,3.6
CUST-101562,0,0,6.2
CUST-101563,2,1,2.2
CUST-101564,1,0,2.7
CUST-101565,1,2,3.4
CUST-101566,0,0,5.3
CUST-101567,1,1,5.2
CUST-101568,2,0,4.8
CUST-101569,2,0,5.4
CUST-101570,1,0,0.5
CUST-101571,4,0,2.9
CUST-101572,2,0,7.0
CUST-101573,4,0,0.6
CUST-101574,4,1,4.7
CUST-101575,0,1,5.3
CUST-101576,3,0,0.9
CUST-101577,3,0,0.8
CUST-101578,0,0,3.8
CUST-101579,2,0,4.7
CUST-101580,1,1,6.4
CUST-101581,3,1,4.0
CUST-101582,2,2,1.3
CUST-101583,0,0,3.4
CUST-101584,1,1,2.6
CUST-101585,3,0,6.5
CUST-101586,3,0,0.5
CUST-101587,2,0,3.9
CUST-101588,4,0,4.9
CUST-101589,3,0,5.1
CUST-101590,1,0,9.2
CUST-101591,1,0,3.7
CUST-101592,2,0,4.9
CUST-101593,3,0,5.9
CUST-101594,1,0,6.8
CUST-101595,3,1,3.6
CUST-101596,1,0,3.0
CUST-101597,0,0,5.0
CUST-101598,1,0,7.6
CUST-101599,2,0,2.2
CUST-101600,0,0,4.8
CUST-101601,1,2,0.5
CUST-101602,0,0,4.1
CUST-101603,1,0,4.1
CUST-101604,2,1,1.8
CUST-101605,5,1,6.8
CUST-101606,1,0,0.6
CUST-101607,1,0,3.4
CUST-101608,3,0,5.6
CUST-101609,3,0,3.5
CUST-101610,3,0,0.7
CUST-101611,3,0,0.7
CUST-101612,1,0,6.9
CUST-101613,2,1,2.6
CUST-101614,1,1,0.5
CUST-101615,3,0,2.7
CUST-101616,2,1,6.1
CUST-101617,2,0,8.4
CUST-101618,2,0,2.1
CUST-101619,6,1,5.1
CUST-101620,2,1,3.8
CUST-101621,3,2,3.9
CUST-101622,1,1,4.3
CUST-101623,5,0,3.5
CUST-101624,1,1,6.6
CUST-101625,0,0,0.9
CUST-101626,3,1,2.3
CUST-101627,2,0,1.2
CUST-101628,2,2,4.5
CUST-101629,1,0,3.3
CUST-101630,2,1,6.3
CUST-101631,1,1,5.5
CUST-101632,1,0,5.1
CUST-101633,4,1,4.9
CUST-101634,1,1,4.8
CUST-101635,2,0,4.2
CUST-101636,2,0,4.3
CUST-101637,1,1,2.6
CUST-101638,0,1,4.5
CUST-101639,2,0,2.8
CUST-101640,2,0,5.4
CUST-101641,2,0,0.8
CUST-101642,3,0,4.5
CUST-101643,1,0,4.6
CUST-101644,0,1,5.9
CUST-101645,1,0,2.2
CUST-101646,2,0,7.7
CUST-101647,1,1,6.2
CUST-101648,6,1,2.4
CUST-101649,1,1,3.8
CUST-101650,5,0,1.1
CUST-101651,1,0,2.2
CUST-101652,0,0,6.0
CUST-101653,2,0,3.3
CUST-101654,2,0,7.3
CUST-101655,4,1,4.3
CUST-101656,3,0,1.6
CUST-101657,3,0,4.8
CUST-101658,2,0,2.0
CUST-101659,3,0,1.5
CUST-101660,3,0,5.4
CUST-101661,0,0,2.4
CUST-101662,2,0,2.6
CUST-101663,3,0,3.6
CUST-101664,1,0,0.7
CUST-101665,2,1,6.1
CUST-101666,4,0,2.5
CUST-101667,4,1,0.5
CUST-101668,4,0,5.4
CUST-101669,2,0,1.2
CUST-101670,1,1,4.0
CUST-101671,1,0,1.1
CUST-101672,2,0,6.3
CUST-101673,2,0,3.4
CUST-101674,0,0,4.3
CUST-101675,2,0,1.4
CUST-101676,2,0,2.7
CUST-101677,6,1,3.2
CUST-101678,1,0,4.8
CUST-101679,2,0,1.5
CUST-101680,4,0,3.7
CUST-101681,1,0,3.3
CUST-101682,2,0,2.1
CUST-101683,3,0,4.8
CUST-101684,1,1,2.1
CUST-101685,2,0,3.8
CUST-101686,0,1,0.5
CUST-101687,2,0,3.3
CUST-101688,2,0,2.1
CUST-101689,4,0,4.1
CUST-101690,2,0,4.9
CUST-101691,2,0,1.1
CUST-101692,3,0,3.7
CUST-101693,3,1,5.1
CUST-101694,1,0,4.5
CUST-101695,0,0,0.5
CUST-101696,2,4,0.5
CUST-101697,3,1,3.0
CUST-101698,3,0,2.5
CUST-101699,5,0,4.3
CUST-101700,1,0,3.4
CUST-101701,1,1,3.8
CUST-101702,4,0,4.5
CUST-101703,3,0,3.2
CUST-101704,1,4,1.3
CUST-101705,1,0,5.4
CUST-101706,4,0,3.0
CUST-101707,0,0,3.8
CUST-101708,0,1,4.6
CUST-101709,2,0,4.3
CUST-101710,3,0,2.2
CUST-101711,1,0,4.0
CUST-101712,3,0,3.9
CUST-101713,2,1,4.8
CUST-101714,4,2,3.7
CUST-101715,1,0,6.0
CUST-101716,5,0,4.2
CUST-101717,0,1,7.0
CUST-101718,1,0,5.2
CUST-101719,2,0,3.7
CUST-101720,2,2,2.9
CUST-101721,3,0,2.1
CUST-101722,3,0,5.3
CUST-101723,1,0,4.2
CUST-101724,2,0,7.1
CUST-101725,3,0,1.5
CUST-101726,2,3,2.5
CUST-101727,4,0,5.0
CUST-101728,2,0,6.0
CUST-101729,2,1,5.5
CUST-101730,1,0,5.1
CUST-101731,1,0,3.2
CUST-101732,3,0,2.1
CUST-101733,1,0,0.5
CUST-101734,4,0,4.2
CUST-101735,3,1,0.9
CUST-101736,2,1,5.2
CUST-101737,3,0,5.0
CUST-101738,1,0,6.7
CUST-101739,1,1,2.9
CUST-101740,2,0,3.7
CUST-101741,1,0,2.0
CUST-101742,0,0,4.4
CUST-101743,0,0,2.4
CUST-101744,2,0,4.6
CUST-101745,1,0,1.7
CUST-101746,1,0,6.5
CUST-101747,3,1,3.0
CUST-101748,2,0,4.2
CUST-101749,0,2,2.2
CUST-101750,3,0,1.5
CUST-101751,2,0,4.7
CUST-101752,3,1,0.7
CUST-101753,3,0,5.3
CUST-101754,0,0,4.4
CUST-101755,2,0,4.6
CUST-101756,3,0,2.5
CUST-101757,3,0,6.3
CUST-101758,1,0,0.5
CUST-101759,5,0,3.2
CUST-101760,1,0,4.5
CUST-101761,0,0,3.6
CUST-101762,4,0,2.5
CUST-101763,0,0,4.5
CUST-101764,3,0,1.4
CUST-101765,0,0,5.8
CUST-101766,2,0,1.9
CUST-101767,4,0,4.5
CUST-101768,5,0,3.8
CUST-101769,2,0,1.5
CUST-101770,0,0,5.6
CUST-101771,3,2,5.2
CUST-101772,2,0,4.5
CUST-101773,2,1,3.2
CUST-101774,2,2,0.5
CUST-101775,2,0,1.1
CUST-101776,2,2,1.3
CUST-101777,7,0,5.3
CUST-101778,1,0,5.0
CUST-101779,1,0,4.6
CUST-101780,0,0,3.7
CUST-101781,1,0,4.0
CUST-101782,5,0,4.1
CUST-101783,2,0,5.2
CUST-101784,2,1,5.3
CUST-101785,1,0,4.0
CUST-101786,3,0,6.5
CUST-101787,3,0,3.5
CUST-101788,3,1,2.1
CUST-101789,3,0,2.3
CUST-101790,2,0,6.8
CUST-101791,0,0,2.5
CUST-101792,2,0,2.8
CUST-101793,0,0,3.3
CUST-101794,6,0,3.2
CUST-101795,3,0,3.0
CUST-101796,4,0,2.1
CUST-101797,1,0,2.0
CUST-101798,1,1,5.5
CUST-101799,5,0,5.7
CUST-101800,1,0,5.3
CUST-101801,2,0,5.7
CUST-101802,1,1,8.7
CUST-101803,1,0,5.2
CUST-101804,1,0,3.4
CUST-101805,4,0,7.9
CUST-101806,3,0,2.7
CUST-101807,2,1,5.1
CUST-101808,1,0,3.6
CUST-101809,0,1,6.1
CUST-101810,4,0,4.9
CUST-101811,1,1,2.0
CUST-101812,3,0,0.5
CUST-101813,6,0,5.2
CUST-101814,4,0,4.3
CUST-101815,7,0,5.0
CUST-101816,4,0,2.0
CUST-101817,2,0,2.5
CUST-101818,4,0,3.7
CUST-101819,2,0,3.1
CUST-101820,3,0,2.9
CUST-101821,1,0,4.1
CUST-101822,2,2,5.0
CUST-101823,1,1,0.5
CUST-101824,1,2,0.5
CUST-101825,2,0,6.3
CUST-101826,2,0,3.5
CUST-101827,2,1,2.7
CUST-101828,3,1,1.6
CUST-101829,3,0,5.9
CUST-101830,4,0,6.6
CUST-101831,3,1,3.7
CUST-101832,2,0,5.7
CUST-101833,3,0,4.1
CUST-101834,2,1,2.3
CUST-101835,0,1,1.4
CUST-101836,2,0,3.5
CUST-101837,2,1,6.1
CUST-101838,2,2,3.4
CUST-101839,0,0,0.5
CUST-101840,0,1,2.3
CUST-101841,1,1,3.9
CUST-101842,3,1,2.5
CUST-101843,2,0,3.8
CUST-101844,1,0,3.6
CUST-101845,2,0,3.8
CUST-101846,1,0,2.4
CUST-101847,2,1,1.3
CUST-101848,3,0,0.5
CUST-101849,3,1,2.1
CUST-101850,5,0,4.6
CUST-101851,5,0,0.9
CUST-101852,4,1,6.4
CUST-101853,2,0,2.1
CUST-101854,1,1,6.6
CUST-101855,3,0,4.8
CUST-101856,2,0,3.0
CUST-101857,2,1,5.2
CUST-101858,2,0,4.6
CUST-101859,2,0,1.9
